TransactionID,CustomerID,CustomerSegment,ProductCategory,OrderMonth,PaymentTerms,IsStandardOrder,IsUrgent,TransactionAmount,COGS_EUR,WarehouseCost_EUR,ShippingCost_EUR,ReturnsCost_EUR,InterestCost_EUR,OverheadCost_EUR,TotalCost_EUR,Profit_EUR,ProfitMargin_Pct,CostToRevenue_Pct,ProfitabilityCategory,ShouldRaisePrice,ShouldReduceCost,ShouldReviewCustomer
TXN-2023-003277,CUST-117,SMB,Grocery,9,Net-30,True,False,443.71,266.23,75.69,0.0,0.0,1.82,64.23,407.97,35.74,8.06,91.94,Profitable,False,False,False
TXN-2023-003278,CUST-117,SMB,Fresh,9,Net-30,True,False,411.43,246.86,139.43,0.0,0.0,1.69,79.23,467.21,-55.78,-13.56,113.56,Loss,True,True,True
TXN-2023-003279,CUST-117,SMB,Fresh,10,Net-30,True,False,956.49,573.89,258.22,0.0,0.0,3.93,79.23,915.27,41.22,4.31,95.69,Profitable,False,True,True
TXN-2023-003280,CUST-117,SMB,Fresh,10,Net-30,True,False,307.23,184.34,117.21,0.0,0.0,1.26,79.23,382.04,-74.81,-24.35,124.35,Loss,True,True,True
TXN-2023-003281,CUST-117,SMB,Milk,10,Net-30,False,False,400.32,240.19,179.77,45.53,144.97,1.65,74.23,686.34,-286.02,-71.45,171.45,Loss,True,True,True
TXN-2023-003282,CUST-117,SMB,Fresh,11,Net-90,False,False,648.71,389.23,348.79,89.59,0.0,8.0,79.23,914.84,-266.13,-41.02,141.02,Loss,True,True,True
TXN-2023-003283,CUST-117,SMB,Fresh,11,Net-30,True,True,212.34,127.4,186.73,0.0,68.79,0.87,79.23,463.02,-250.68,-118.06,218.06,Loss,True,True,True
TXN-2023-003284,CUST-117,SMB,Frozen,11,Net-30,False,False,762.02,457.21,196.37,55.06,0.0,3.13,69.23,781.0,-18.98,-2.49,102.49,Breakeven,True,True,True
TXN-2023-003285,CUST-117,SMB,DetergentsPaper,12,Net-90,False,False,555.52,333.31,102.36,36.76,0.0,6.85,64.23,543.51,12.01,2.16,97.84,Profitable,False,True,True
TXN-2023-003286,CUST-117,SMB,Fresh,12,Net-60,False,False,609.44,365.66,276.02,87.6,0.0,5.01,79.23,813.52,-204.08,-33.49,133.49,Loss,True,True,True
TXN-2023-003287,CUST-117,SMB,Grocery,12,Net-90,True,True,247.04,148.22,82.86,0.0,0.0,3.05,64.23,298.36,-51.32,-20.78,120.78,Loss,True,True,True
TXN-2023-003288,CUST-117,SMB,Fresh,12,Net-90,True,False,516.59,309.95,161.75,0.0,0.0,6.37,79.23,557.3,-40.71,-7.88,107.88,Loss,True,True,True
TXN-2023-003289,CUST-118,SMB,Grocery,1,Net-30,True,False,251.64,150.98,70.12,0.0,85.17,1.03,64.23,371.53,-119.89,-47.65,147.65,Loss,True,True,True
TXN-2023-003290,CUST-118,SMB,Grocery,1,Net-30,False,False,1083.07,649.84,166.18,172.84,0.0,4.45,64.23,1057.54,25.53,2.36,97.64,Profitable,False,True,True
TXN-2023-003291,CUST-118,SMB,Milk,1,Net-30,True,False,535.84,321.5,110.9,0.0,0.0,2.2,74.23,508.83,27.01,5.04,94.96,Profitable,False,False,False
TXN-2023-003292,CUST-118,SMB,Fresh,2,Net-60,True,True,302.07,181.24,214.3,0.0,90.33,2.48,79.23,567.58,-265.51,-87.9,187.9,Loss,True,True,True
TXN-2023-003293,CUST-118,SMB,Fresh,2,Net-30,True,False,422.45,253.47,127.16,0.0,0.0,1.74,79.23,461.6,-39.15,-9.27,109.27,Loss,True,True,True
TXN-2023-003294,CUST-118,SMB,Grocery,2,Net-30,True,False,287.53,172.52,57.63,0.0,0.0,1.18,64.23,295.56,-8.03,-2.79,102.79,Breakeven,True,True,True
TXN-2023-003295,CUST-118,SMB,Fresh,3,Net-60,False,False,355.94,213.56,245.74,67.77,0.0,2.93,79.23,609.23,-253.29,-71.16,171.16,Loss,True,True,True
TXN-2023-003296,CUST-118,SMB,Fresh,3,Net-30,True,False,347.94,208.76,124.53,0.0,0.0,1.43,79.23,413.95,-66.01,-18.97,118.97,Loss,True,True,True
TXN-2023-003297,CUST-118,SMB,Fresh,3,Net-60,False,False,402.78,241.67,222.58,71.73,0.0,3.31,79.23,618.52,-215.74,-53.56,153.56,Loss,True,True,True
TXN-2023-003298,CUST-118,SMB,Grocery,3,Net-30,True,False,416.3,249.78,73.86,0.0,137.11,1.71,64.23,526.69,-110.39,-26.52,126.52,Loss,True,True,True
TXN-2023-003299,CUST-118,SMB,Grocery,3,Net-30,True,False,395.0,237.0,79.4,0.0,0.0,1.62,64.23,382.25,12.75,3.23,96.77,Profitable,False,True,True
TXN-2023-003300,CUST-118,SMB,Grocery,4,Net-30,True,False,367.38,220.43,48.58,0.0,0.0,1.51,64.23,334.75,32.63,8.88,91.12,Profitable,False,False,False
TXN-2023-003301,CUST-118,SMB,DetergentsPaper,4,Net-60,False,False,768.88,461.33,106.55,42.85,0.0,6.32,64.23,681.28,87.6,11.39,88.61,Highly Profitable,False,False,False
TXN-2023-003302,CUST-118,SMB,Grocery,4,Net-30,True,True,232.45,139.47,73.06,0.0,0.0,0.96,64.23,277.72,-45.27,-19.48,119.48,Loss,True,True,True
TXN-2023-003303,CUST-118,SMB,Fresh,4,Net-30,True,False,591.39,354.83,178.01,0.0,0.0,2.43,79.23,614.5,-23.11,-3.91,103.91,Breakeven,True,True,True
TXN-2023-003304,CUST-118,SMB,Grocery,5,Net-90,True,True,603.0,361.8,103.14,0.0,0.0,7.43,64.23,536.6,66.4,11.01,88.99,Highly Profitable,False,False,False
TXN-2023-003305,CUST-118,SMB,Fresh,5,Net-30,True,False,337.59,202.55,150.45,0.0,0.0,1.39,79.23,433.62,-96.03,-28.45,128.45,Loss,True,True,True
TXN-2023-003306,CUST-118,SMB,Grocery,5,Net-30,True,False,291.55,174.93,72.2,0.0,0.0,1.2,64.23,312.56,-21.01,-7.21,107.21,Breakeven,True,True,True
TXN-2023-003307,CUST-118,SMB,Frozen,5,Net-30,True,False,148.11,88.87,37.01,0.0,0.0,0.61,69.23,195.72,-47.61,-32.14,132.14,Loss,True,True,True
TXN-2023-003308,CUST-118,SMB,Grocery,6,Net-30,True,True,113.53,68.12,78.86,0.0,0.0,0.47,64.23,211.68,-98.15,-86.45,186.45,Loss,True,True,True
TXN-2023-003309,CUST-118,SMB,Milk,6,Net-30,True,False,297.73,178.64,123.52,0.0,0.0,1.22,74.23,377.61,-79.88,-26.83,126.83,Loss,True,True,True
TXN-2023-003310,CUST-118,SMB,Milk,6,Net-30,True,False,466.79,280.07,147.83,0.0,0.0,1.92,74.23,504.05,-37.26,-7.98,107.98,Loss,True,True,True
TXN-2023-003311,CUST-118,SMB,Fresh,6,Net-30,True,False,76.22,45.73,108.41,0.0,0.0,0.31,79.23,233.68,-157.46,-206.59,306.59,Loss,True,True,True
TXN-2023-003312,CUST-118,SMB,Fresh,7,Net-30,True,False,328.82,197.29,149.4,0.0,0.0,1.35,79.23,427.27,-98.45,-29.94,129.94,Loss,True,True,True
TXN-2023-003313,CUST-118,SMB,Fresh,7,Net-30,False,False,202.26,121.36,210.99,55.87,0.0,0.83,79.23,468.28,-266.02,-131.52,231.52,Loss,True,True,True
TXN-2023-003314,CUST-118,SMB,Grocery,7,Net-30,True,False,611.6,366.96,66.29,0.0,0.0,2.51,64.23,499.99,111.61,18.25,81.75,Highly Profitable,False,False,False
TXN-2023-003315,CUST-118,SMB,Fresh,7,Net-30,False,False,288.89,173.33,199.57,61.82,0.0,1.19,79.23,515.14,-226.25,-78.32,178.32,Loss,True,True,True
TXN-2023-003316,CUST-118,SMB,Fresh,7,Net-30,True,False,261.64,156.98,106.89,0.0,0.0,1.08,79.23,344.18,-82.54,-31.55,131.55,Loss,True,True,True
TXN-2023-003317,CUST-118,SMB,Grocery,8,Net-30,True,True,199.07,119.44,49.38,0.0,0.0,0.82,64.23,233.87,-34.8,-17.48,117.48,Loss,True,True,True
TXN-2023-003318,CUST-118,SMB,Fresh,8,Net-30,True,False,213.78,128.27,123.46,0.0,0.0,0.88,79.23,331.84,-118.06,-55.22,155.22,Loss,True,True,True
TXN-2023-003319,CUST-118,SMB,Grocery,8,Net-30,True,False,414.37,248.62,81.07,0.0,0.0,1.7,64.23,395.62,18.75,4.52,95.48,Profitable,False,True,True
TXN-2023-003320,CUST-118,SMB,Grocery,8,Net-60,False,False,356.16,213.7,99.5,69.76,0.0,2.93,64.23,450.12,-93.96,-26.38,126.38,Loss,True,True,True
TXN-2023-003321,CUST-118,SMB,Delicatessen,8,Net-30,False,True,426.4,255.84,316.38,65.82,0.0,1.75,77.23,717.02,-290.62,-68.16,168.16,Loss,True,True,True
TXN-2023-003322,CUST-118,SMB,Fresh,9,Net-90,True,True,371.14,222.68,233.01,0.0,0.0,4.58,79.23,539.5,-168.36,-45.36,145.36,Loss,True,True,True
TXN-2023-003323,CUST-118,SMB,Fresh,9,Net-90,True,False,458.98,275.39,226.08,0.0,0.0,5.66,79.23,586.36,-127.38,-27.75,127.75,Loss,True,True,True
TXN-2023-003324,CUST-118,SMB,Grocery,9,Net-30,True,False,205.39,123.23,59.39,0.0,0.0,0.84,64.23,247.69,-42.3,-20.6,120.6,Loss,True,True,True
TXN-2023-003325,CUST-118,SMB,Fresh,9,Net-30,True,False,275.92,165.55,138.2,0.0,0.0,1.13,79.23,384.11,-108.19,-39.21,139.21,Loss,True,True,True
TXN-2023-003326,CUST-118,SMB,Fresh,9,Net-30,False,False,436.18,261.71,212.79,73.72,0.0,1.79,79.23,629.24,-193.06,-44.26,144.26,Loss,True,True,True
TXN-2023-003327,CUST-118,SMB,Grocery,10,Net-60,False,False,316.24,189.74,93.71,62.65,0.0,2.6,64.23,412.93,-96.69,-30.58,130.58,Loss,True,True,True
TXN-2023-003328,CUST-118,SMB,Grocery,10,Net-30,True,False,521.51,312.91,59.36,0.0,0.0,2.14,64.23,438.64,82.87,15.89,84.11,Highly Profitable,False,False,False
TXN-2023-003329,CUST-118,SMB,Fresh,10,Net-30,False,False,347.09,208.25,178.44,65.78,0.0,1.43,79.23,533.13,-186.04,-53.6,153.6,Loss,True,True,True
TXN-2023-003330,CUST-118,SMB,Fresh,10,Net-60,True,False,672.07,403.24,235.72,0.0,0.0,5.52,79.23,723.71,-51.64,-7.68,107.68,Loss,True,True,True
TXN-2023-003331,CUST-118,SMB,Grocery,10,Net-30,False,False,442.61,265.57,119.85,80.42,0.0,1.82,64.23,531.89,-89.28,-20.17,120.17,Loss,True,True,True
TXN-2023-003332,CUST-118,SMB,Grocery,11,Net-30,False,False,378.43,227.06,91.6,73.32,0.0,1.56,64.23,457.77,-79.34,-20.97,120.97,Loss,True,True,True
TXN-2023-003333,CUST-118,SMB,Fresh,11,Net-90,True,False,236.6,141.96,115.04,0.0,0.0,2.92,79.23,339.15,-102.55,-43.34,143.34,Loss,True,True,True
TXN-2023-003334,CUST-118,SMB,Fresh,11,Net-90,False,False,344.81,206.89,228.26,65.78,0.0,4.25,79.23,584.41,-239.6,-69.49,169.49,Loss,True,True,True
TXN-2023-003335,CUST-118,SMB,Frozen,12,Net-30,False,False,180.6,108.36,88.76,28.18,0.0,0.74,69.23,295.27,-114.67,-63.49,163.49,Loss,True,True,True
TXN-2023-003336,CUST-118,SMB,Fresh,12,Net-60,True,False,303.89,182.33,130.4,0.0,0.0,2.5,79.23,394.46,-90.57,-29.8,129.8,Loss,True,True,True
TXN-2023-003337,CUST-118,SMB,Frozen,12,Net-30,True,False,323.51,194.11,54.1,0.0,0.0,1.33,69.23,318.77,4.74,1.47,98.53,Profitable,False,True,True
TXN-2023-003338,CUST-118,SMB,Fresh,12,Net-30,True,True,211.72,127.03,149.02,0.0,0.0,0.87,79.23,356.15,-144.43,-68.22,168.22,Loss,True,True,True
TXN-2023-003339,CUST-118,SMB,Frozen,12,Net-90,True,False,951.14,570.68,183.13,0.0,0.0,11.73,69.23,834.77,116.37,12.23,87.77,Highly Profitable,False,False,False
TXN-2023-003340,CUST-119,Mid-Market,Grocery,1,Net-60,False,False,620.23,372.14,152.13,105.31,0.0,5.1,84.59,719.27,-99.04,-15.97,115.97,Loss,True,True,True
TXN-2023-003341,CUST-119,Mid-Market,Frozen,1,Net-30,False,False,569.29,341.57,163.6,45.71,0.0,2.34,89.59,642.81,-73.52,-12.92,112.92,Loss,True,True,True
TXN-2023-003342,CUST-119,Mid-Market,Frozen,1,Net-30,True,True,1109.67,665.8,220.41,0.0,329.76,4.56,89.59,1310.12,-200.45,-18.06,118.06,Loss,True,True,True
TXN-2023-003343,CUST-119,Mid-Market,Frozen,2,Net-30,True,False,1887.36,1132.42,238.73,0.0,557.42,7.76,89.59,2025.92,-138.56,-7.34,107.34,Loss,True,True,True
TXN-2023-003344,CUST-119,Mid-Market,Fresh,2,Net-60,False,False,592.83,355.7,309.2,85.62,0.0,4.87,99.59,854.98,-262.15,-44.22,144.22,Loss,True,True,True
TXN-2023-003345,CUST-119,Mid-Market,Milk,2,Net-30,True,False,302.03,181.22,125.51,0.0,0.0,1.24,94.59,402.56,-100.53,-33.28,133.28,Loss,True,True,True
TXN-2023-003346,CUST-119,Mid-Market,Fresh,2,Net-30,False,True,264.64,158.78,288.9,79.83,0.0,1.09,99.59,628.19,-363.55,-137.38,237.38,Loss,True,True,True
TXN-2023-003347,CUST-119,Mid-Market,Milk,3,Net-30,False,False,353.67,212.2,168.81,44.21,0.0,1.45,94.59,521.26,-167.59,-47.39,147.39,Loss,True,True,True
TXN-2023-003348,CUST-119,Mid-Market,Grocery,3,Net-90,False,False,894.74,536.84,153.03,144.4,0.0,11.03,84.59,929.89,-35.15,-3.93,103.93,Loss,True,True,True
TXN-2023-003349,CUST-119,Mid-Market,Fresh,3,Net-90,True,True,1872.47,1123.48,652.27,0.0,0.0,23.09,99.59,1898.43,-25.96,-1.39,101.39,Loss,True,True,True
TXN-2023-003350,CUST-119,Mid-Market,Fresh,3,Net-60,False,False,702.68,421.61,351.87,95.54,0.0,5.78,99.59,974.39,-271.71,-38.67,138.67,Loss,True,True,True
TXN-2023-003351,CUST-119,Mid-Market,Fresh,4,Net-90,False,True,984.42,590.65,636.28,137.35,0.0,12.14,99.59,1476.01,-491.59,-49.94,149.94,Loss,True,True,True
TXN-2023-003352,CUST-119,Mid-Market,Fresh,4,Net-60,False,False,662.92,397.75,294.8,91.57,0.0,5.45,99.59,889.16,-226.24,-34.13,134.13,Loss,True,True,True
TXN-2023-003353,CUST-119,Mid-Market,Fresh,5,Net-60,False,False,1574.34,944.6,684.77,162.97,0.0,12.94,99.59,1904.87,-330.53,-21.0,121.0,Loss,True,True,True
TXN-2023-003354,CUST-119,Mid-Market,Fresh,5,Net-30,False,False,1355.78,813.47,766.85,147.1,0.0,5.57,99.59,1832.58,-476.8,-35.17,135.17,Loss,True,True,True
TXN-2023-003355,CUST-119,Mid-Market,Fresh,5,Net-60,False,False,1076.61,645.97,447.08,125.29,0.0,8.85,99.59,1326.78,-250.17,-23.24,123.24,Loss,True,True,True
TXN-2023-003356,CUST-119,Mid-Market,Grocery,5,Net-60,True,False,580.91,348.55,71.64,0.0,0.0,4.77,84.59,509.55,71.36,12.28,87.72,Highly Profitable,False,False,False
TXN-2023-003357,CUST-119,Mid-Market,Fresh,6,Net-60,True,False,2482.56,1489.54,575.81,0.0,0.0,20.4,99.59,2185.34,297.22,11.97,88.03,Highly Profitable,False,False,False
TXN-2023-003358,CUST-119,Mid-Market,Fresh,6,Net-60,True,False,1958.1,1174.86,502.66,0.0,595.55,16.09,99.59,2388.75,-430.65,-21.99,121.99,Loss,True,True,True
TXN-2023-003359,CUST-119,Mid-Market,Delicatessen,7,Net-60,True,False,659.17,395.5,254.64,0.0,0.0,5.42,97.59,753.15,-93.98,-14.26,114.26,Loss,True,True,True
TXN-2023-003360,CUST-119,Mid-Market,Fresh,7,Net-90,False,False,228.35,137.01,220.27,57.85,0.0,2.82,99.59,517.54,-289.19,-126.64,226.64,Loss,True,True,True
TXN-2023-003361,CUST-119,Mid-Market,Fresh,7,Net-60,False,False,734.39,440.63,382.53,97.52,0.0,6.04,99.59,1026.31,-291.92,-39.75,139.75,Loss,True,True,True
TXN-2023-003362,CUST-119,Mid-Market,Fresh,8,Net-60,True,False,819.65,491.79,240.83,0.0,0.0,6.74,99.59,838.95,-19.3,-2.35,102.35,Breakeven,True,True,True
TXN-2023-003363,CUST-119,Mid-Market,Fresh,8,Net-60,True,True,536.32,321.79,251.23,0.0,0.0,4.41,99.59,677.02,-140.7,-26.23,126.23,Loss,True,True,True
TXN-2023-003364,CUST-119,Mid-Market,Fresh,8,Net-60,False,False,398.66,239.2,196.88,69.75,0.0,3.28,99.59,608.7,-210.04,-52.69,152.69,Loss,True,True,True
TXN-2023-003365,CUST-119,Mid-Market,Fresh,8,Net-60,False,False,844.96,506.98,359.61,105.45,0.0,6.94,99.59,1078.57,-233.61,-27.65,127.65,Loss,True,True,True
TXN-2023-003366,CUST-119,Mid-Market,Fresh,9,Net-30,True,False,641.26,384.76,202.43,0.0,0.0,2.64,99.59,689.42,-48.16,-7.51,107.51,Loss,True,True,True
TXN-2023-003367,CUST-119,Mid-Market,Grocery,9,Net-60,True,False,408.47,245.08,59.22,0.0,0.0,3.36,84.59,392.25,16.22,3.97,96.03,Profitable,False,True,True
TXN-2023-003368,CUST-119,Mid-Market,Fresh,10,Net-60,True,False,872.9,523.74,344.28,0.0,0.0,7.17,99.59,974.78,-101.88,-11.67,111.67,Loss,True,True,True
TXN-2023-003369,CUST-119,Mid-Market,Fresh,10,Net-90,False,False,929.5,557.7,454.27,113.39,0.0,11.46,99.59,1236.41,-306.91,-33.02,133.02,Loss,True,True,True
TXN-2023-003370,CUST-119,Mid-Market,Fresh,11,Net-60,True,False,852.01,511.21,235.98,0.0,0.0,7.0,99.59,853.78,-1.77,-0.21,100.21,Breakeven,True,True,True
TXN-2023-003371,CUST-119,Mid-Market,Fresh,11,Net-60,True,True,567.9,340.74,260.12,0.0,0.0,4.67,99.59,705.12,-137.22,-24.16,124.16,Loss,True,True,True
TXN-2023-003372,CUST-119,Mid-Market,Fresh,11,Net-60,True,True,378.2,226.92,257.93,0.0,0.0,3.11,99.59,587.55,-209.35,-55.35,155.35,Loss,True,True,True
TXN-2023-003373,CUST-119,Mid-Market,Fresh,12,Net-60,False,False,384.47,230.68,214.7,69.75,0.0,3.16,99.59,617.88,-233.41,-60.71,160.71,Loss,True,True,True
TXN-2023-003374,CUST-119,Mid-Market,Grocery,12,Net-60,True,False,954.52,572.71,105.6,0.0,0.0,7.85,84.59,770.75,183.77,19.25,80.75,Highly Profitable,False,False,False
TXN-2023-003375,CUST-119,Mid-Market,Frozen,12,Net-90,True,False,933.01,559.81,122.31,0.0,0.0,11.5,89.59,783.21,149.8,16.06,83.94,Highly Profitable,False,False,False
TXN-2023-003376,CUST-120,SMB,Milk,1,Net-30,True,False,411.24,246.74,140.34,0.0,0.0,1.69,74.23,463.0,-51.76,-12.59,112.59,Loss,True,True,True
TXN-2023-003377,CUST-120,SMB,Milk,1,Net-60,True,False,262.08,157.25,119.19,0.0,0.0,2.15,74.23,352.82,-90.74,-34.62,134.62,Loss,True,True,True
TXN-2023-003378,CUST-120,SMB,Grocery,1,Net-30,False,False,399.32,239.59,113.96,73.32,0.0,1.64,64.23,492.74,-93.42,-23.4,123.4,Loss,True,True,True
TXN-2023-003379,CUST-120,SMB,Frozen,1,Net-30,False,False,124.46,74.68,65.67,24.67,0.0,0.51,69.23,234.76,-110.3,-88.62,188.62,Loss,True,True,True
TXN-2023-003380,CUST-120,SMB,DetergentsPaper,2,Net-30,True,False,513.85,308.31,58.5,0.0,0.0,2.11,64.23,433.15,80.7,15.7,84.3,Highly Profitable,False,False,False
TXN-2023-003381,CUST-120,SMB,Fresh,2,Net-60,False,False,448.58,269.15,296.53,73.72,0.0,3.69,79.23,722.32,-273.74,-61.02,161.02,Loss,True,True,True
TXN-2023-003382,CUST-120,SMB,Milk,2,Net-90,True,False,310.19,186.11,126.12,0.0,0.0,3.82,74.23,390.28,-80.09,-25.82,125.82,Loss,True,True,True
TXN-2023-003383,CUST-120,SMB,Frozen,3,Net-30,True,False,666.29,399.77,95.81,0.0,0.0,2.74,69.23,567.55,98.74,14.82,85.18,Highly Profitable,False,False,False
TXN-2023-003384,CUST-120,SMB,Milk,3,Net-90,True,False,616.4,369.84,121.93,0.0,0.0,7.6,74.23,573.6,42.8,6.94,93.06,Profitable,False,False,False
TXN-2023-003385,CUST-120,SMB,Fresh,3,Net-30,True,False,241.83,145.1,115.67,0.0,0.0,0.99,79.23,340.99,-99.16,-41.0,141.0,Loss,True,True,True
TXN-2023-003386,CUST-120,SMB,Grocery,3,Net-30,False,False,562.97,337.78,184.83,98.2,0.0,2.31,64.23,687.35,-124.38,-22.09,122.09,Loss,True,True,True
TXN-2023-003387,CUST-120,SMB,Fresh,4,Net-30,False,False,621.8,373.08,278.24,87.6,0.0,2.56,79.23,820.71,-198.91,-31.99,131.99,Loss,True,True,True
TXN-2023-003388,CUST-120,SMB,Grocery,4,Net-90,True,False,176.99,106.19,53.74,0.0,0.0,2.18,64.23,226.34,-49.35,-27.89,127.89,Loss,True,True,True
TXN-2023-003389,CUST-120,SMB,Fresh,5,Net-30,False,False,258.13,154.88,148.7,59.83,0.0,1.06,79.23,443.7,-185.57,-71.89,171.89,Loss,True,True,True
TXN-2023-003390,CUST-120,SMB,Fresh,5,Net-60,True,False,522.53,313.52,176.05,0.0,0.0,4.29,79.23,573.09,-50.56,-9.68,109.68,Loss,True,True,True
TXN-2023-003391,CUST-120,SMB,Delicatessen,5,Net-30,False,False,383.54,230.12,280.29,44.9,0.0,1.58,77.23,634.12,-250.58,-65.33,165.33,Loss,True,True,True
TXN-2023-003392,CUST-120,SMB,Fresh,6,Net-30,True,False,402.7,241.62,151.96,0.0,126.43,1.65,79.23,600.89,-198.19,-49.22,149.22,Loss,True,True,True
TXN-2023-003393,CUST-120,SMB,Frozen,6,Net-30,True,False,144.96,86.98,60.43,0.0,0.0,0.6,69.23,217.24,-72.28,-49.86,149.86,Loss,True,True,True
TXN-2023-003394,CUST-120,SMB,Fresh,6,Net-90,True,False,391.15,234.69,120.98,0.0,0.0,4.82,79.23,439.72,-48.57,-12.42,112.42,Loss,True,True,True
TXN-2023-003395,CUST-120,SMB,Delicatessen,7,Net-30,True,False,491.24,294.74,186.13,0.0,0.0,2.02,77.23,560.12,-68.88,-14.02,114.02,Loss,True,True,True
TXN-2023-003396,CUST-120,SMB,Milk,7,Net-30,True,True,825.62,495.37,254.63,0.0,0.0,3.39,74.23,827.62,-2.0,-0.24,100.24,Breakeven,True,True,True
TXN-2023-003397,CUST-120,SMB,Fresh,7,Net-60,True,True,438.04,262.82,202.37,0.0,0.0,3.6,79.23,548.02,-109.98,-25.11,125.11,Loss,True,True,True
TXN-2023-003398,CUST-120,SMB,Milk,7,Net-30,True,False,376.24,225.74,136.06,0.0,0.0,1.55,74.23,437.58,-61.34,-16.3,116.3,Loss,True,True,True
TXN-2023-003399,CUST-120,SMB,Fresh,8,Net-30,True,False,129.59,77.75,78.91,0.0,0.0,0.53,79.23,236.42,-106.83,-82.44,182.44,Loss,True,True,True
TXN-2023-003400,CUST-120,SMB,Frozen,8,Net-30,True,False,359.76,215.86,58.43,0.0,0.0,1.48,69.23,345.0,14.76,4.1,95.9,Profitable,False,True,True
TXN-2023-003401,CUST-120,SMB,Fresh,8,Net-30,True,True,704.62,422.77,287.59,0.0,0.0,2.9,79.23,792.49,-87.87,-12.47,112.47,Loss,True,True,True
TXN-2023-003402,CUST-120,SMB,Frozen,9,Net-90,False,False,432.46,259.48,130.37,39.87,0.0,5.33,69.23,504.28,-71.82,-16.61,116.61,Loss,True,True,True
TXN-2023-003403,CUST-120,SMB,Milk,9,Net-30,True,False,536.19,321.71,122.7,0.0,0.0,2.2,74.23,520.84,15.35,2.86,97.14,Profitable,False,True,True
TXN-2023-003404,CUST-120,SMB,Fresh,9,Net-90,True,False,879.33,527.6,255.27,0.0,0.0,10.84,79.23,872.94,6.39,0.73,99.27,Profitable,False,True,True
TXN-2023-003405,CUST-120,SMB,Fresh,10,Net-30,False,False,324.09,194.45,190.1,63.8,0.0,1.33,79.23,528.91,-204.82,-63.2,163.2,Loss,True,True,True
TXN-2023-003406,CUST-120,SMB,Fresh,10,Net-30,False,False,701.07,420.64,310.82,95.54,0.0,2.88,79.23,909.11,-208.04,-29.67,129.67,Loss,True,True,True
TXN-2023-003407,CUST-120,SMB,Frozen,10,Net-30,True,False,284.63,170.78,66.8,0.0,0.0,1.17,69.23,307.98,-23.35,-8.2,108.2,Breakeven,True,True,True
TXN-2023-003408,CUST-120,SMB,Delicatessen,10,Net-30,False,False,495.4,297.24,284.82,46.74,0.0,2.04,77.23,708.07,-212.67,-42.93,142.93,Loss,True,True,True
TXN-2023-003409,CUST-120,SMB,Delicatessen,11,Net-60,True,False,574.46,344.68,194.14,0.0,0.0,4.72,77.23,620.77,-46.31,-8.06,108.06,Loss,True,True,True
TXN-2023-003410,CUST-120,SMB,Fresh,11,Net-90,True,True,403.17,241.9,175.3,0.0,0.0,4.97,79.23,501.4,-98.23,-24.36,124.36,Loss,True,True,True
TXN-2023-003411,CUST-120,SMB,Fresh,12,Net-90,True,True,620.46,372.28,293.91,0.0,0.0,7.65,79.23,753.07,-132.61,-21.37,121.37,Loss,True,True,True
TXN-2023-003412,CUST-120,SMB,Delicatessen,12,Net-60,True,False,548.64,329.18,225.65,0.0,0.0,4.51,77.23,636.57,-87.93,-16.03,116.03,Loss,True,True,True
TXN-2023-003413,CUST-120,SMB,Fresh,12,Net-30,True,True,299.34,179.6,241.42,0.0,0.0,1.23,79.23,501.48,-202.14,-67.53,167.53,Loss,True,True,True
TXN-2023-003414,CUST-120,SMB,Fresh,12,Net-30,True,False,662.64,397.58,221.01,0.0,0.0,2.72,79.23,700.54,-37.9,-5.72,105.72,Loss,True,True,True
TXN-2023-003415,CUST-121,Mid-Market,Fresh,1,Net-90,True,False,510.75,306.45,201.81,0.0,0.0,6.3,99.59,614.15,-103.4,-20.24,120.24,Loss,True,True,True
TXN-2023-003416,CUST-121,Mid-Market,Fresh,1,Net-30,False,False,286.61,171.97,239.91,61.82,98.23,1.18,99.59,672.7,-386.09,-134.71,234.71,Loss,True,True,True
TXN-2023-003417,CUST-121,Mid-Market,Fresh,1,Net-60,False,False,549.95,329.97,312.71,81.65,0.0,4.52,99.59,828.44,-278.49,-50.64,150.64,Loss,True,True,True
TXN-2023-003418,CUST-121,Mid-Market,Fresh,2,Net-60,True,False,654.65,392.79,192.88,0.0,0.0,5.38,99.59,690.64,-35.99,-5.5,105.5,Loss,True,True,True
TXN-2023-003419,CUST-121,Mid-Market,Grocery,2,Net-90,False,False,446.24,267.74,112.44,80.42,0.0,5.5,84.59,550.69,-104.45,-23.41,123.41,Loss,True,True,True
TXN-2023-003420,CUST-121,Mid-Market,Grocery,2,Net-30,False,False,189.44,113.66,89.29,44.88,0.0,0.78,84.59,333.2,-143.76,-75.89,175.89,Loss,True,True,True
TXN-2023-003421,CUST-121,Mid-Market,Fresh,3,Net-30,True,False,307.42,184.45,130.82,0.0,0.0,1.26,99.59,416.12,-108.7,-35.36,135.36,Loss,True,True,True
TXN-2023-003422,CUST-121,Mid-Market,Fresh,3,Net-90,False,False,383.5,230.1,214.53,69.75,0.0,4.73,99.59,618.7,-235.2,-61.33,161.33,Loss,True,True,True
TXN-2023-003423,CUST-121,Mid-Market,Delicatessen,3,Net-90,True,False,620.2,372.12,236.47,0.0,0.0,7.65,97.59,713.83,-93.63,-15.1,115.1,Loss,True,True,True
