TransactionID,CustomerID,CustomerSegment,TransactionAmount_EUR,PaymentTerms,DSO_Days,AnnualInterestRate,DailyInterestCost_EUR,DSO_InterestCost_EUR
TXN-2023-003335,CUST-118,SMB,180.6,Net-30,30,0.05,0.0247,0.74
TXN-2023-003336,CUST-118,SMB,303.89,Net-60,60,0.05,0.0416,2.5
TXN-2023-003337,CUST-118,SMB,323.51,Net-30,30,0.05,0.0443,1.33
TXN-2023-003338,CUST-118,SMB,211.72,Net-30,30,0.05,0.029,0.87
TXN-2023-003339,CUST-118,SMB,951.14,Net-90,90,0.05,0.1303,11.73
TXN-2023-003340,CUST-119,Mid-Market,620.23,Net-60,60,0.05,0.085,5.1
TXN-2023-003341,CUST-119,Mid-Market,569.29,Net-30,30,0.05,0.078,2.34
TXN-2023-003342,CUST-119,Mid-Market,1109.67,Net-30,30,0.05,0.152,4.56
TXN-2023-003343,CUST-119,Mid-Market,1887.36,Net-30,30,0.05,0.2585,7.76
TXN-2023-003344,CUST-119,Mid-Market,592.83,Net-60,60,0.05,0.0812,4.87
TXN-2023-003345,CUST-119,Mid-Market,302.03,Net-30,30,0.05,0.0414,1.24
TXN-2023-003346,CUST-119,Mid-Market,264.64,Net-30,30,0.05,0.0363,1.09
TXN-2023-003347,CUST-119,Mid-Market,353.67,Net-30,30,0.05,0.0484,1.45
TXN-2023-003348,CUST-119,Mid-Market,894.74,Net-90,90,0.05,0.1226,11.03
TXN-2023-003349,CUST-119,Mid-Market,1872.47,Net-90,90,0.05,0.2565,23.09
TXN-2023-003350,CUST-119,Mid-Market,702.68,Net-60,60,0.05,0.0963,5.78
TXN-2023-003351,CUST-119,Mid-Market,984.42,Net-90,90,0.05,0.1349,12.14
TXN-2023-003352,CUST-119,Mid-Market,662.92,Net-60,60,0.05,0.0908,5.45
TXN-2023-003353,CUST-119,Mid-Market,1574.34,Net-60,60,0.05,0.2157,12.94
TXN-2023-003354,CUST-119,Mid-Market,1355.78,Net-30,30,0.05,0.1857,5.57
TXN-2023-003355,CUST-119,Mid-Market,1076.61,Net-60,60,0.05,0.1475,8.85
TXN-2023-003356,CUST-119,Mid-Market,580.91,Net-60,60,0.05,0.0796,4.77
TXN-2023-003357,CUST-119,Mid-Market,2482.56,Net-60,60,0.05,0.3401,20.4
TXN-2023-003358,CUST-119,Mid-Market,1958.1,Net-60,60,0.05,0.2682,16.09
TXN-2023-003359,CUST-119,Mid-Market,659.17,Net-60,60,0.05,0.0903,5.42
TXN-2023-003360,CUST-119,Mid-Market,228.35,Net-90,90,0.05,0.0313,2.82
TXN-2023-003361,CUST-119,Mid-Market,734.39,Net-60,60,0.05,0.1006,6.04
TXN-2023-003362,CUST-119,Mid-Market,819.65,Net-60,60,0.05,0.1123,6.74
TXN-2023-003363,CUST-119,Mid-Market,536.32,Net-60,60,0.05,0.0735,4.41
TXN-2023-003364,CUST-119,Mid-Market,398.66,Net-60,60,0.05,0.0546,3.28
TXN-2023-003365,CUST-119,Mid-Market,844.96,Net-60,60,0.05,0.1157,6.94
TXN-2023-003366,CUST-119,Mid-Market,641.26,Net-30,30,0.05,0.0878,2.64
TXN-2023-003367,CUST-119,Mid-Market,408.47,Net-60,60,0.05,0.056,3.36
TXN-2023-003368,CUST-119,Mid-Market,872.9,Net-60,60,0.05,0.1196,7.17
TXN-2023-003369,CUST-119,Mid-Market,929.5,Net-90,90,0.05,0.1273,11.46
TXN-2023-003370,CUST-119,Mid-Market,852.01,Net-60,60,0.05,0.1167,7.0
TXN-2023-003371,CUST-119,Mid-Market,567.9,Net-60,60,0.05,0.0778,4.67
TXN-2023-003372,CUST-119,Mid-Market,378.2,Net-60,60,0.05,0.0518,3.11
TXN-2023-003373,CUST-119,Mid-Market,384.47,Net-60,60,0.05,0.0527,3.16
TXN-2023-003374,CUST-119,Mid-Market,954.52,Net-60,60,0.05,0.1308,7.85
TXN-2023-003375,CUST-119,Mid-Market,933.01,Net-90,90,0.05,0.1278,11.5
TXN-2023-003376,CUST-120,SMB,411.24,Net-30,30,0.05,0.0563,1.69
TXN-2023-003377,CUST-120,SMB,262.08,Net-60,60,0.05,0.0359,2.15
TXN-2023-003378,CUST-120,SMB,399.32,Net-30,30,0.05,0.0547,1.64
TXN-2023-003379,CUST-120,SMB,124.46,Net-30,30,0.05,0.017,0.51
TXN-2023-003380,CUST-120,SMB,513.85,Net-30,30,0.05,0.0704,2.11
TXN-2023-003381,CUST-120,SMB,448.58,Net-60,60,0.05,0.0614,3.69
TXN-2023-003382,CUST-120,SMB,310.19,Net-90,90,0.05,0.0425,3.82
TXN-2023-003383,CUST-120,SMB,666.29,Net-30,30,0.05,0.0913,2.74
TXN-2023-003384,CUST-120,SMB,616.4,Net-90,90,0.05,0.0844,7.6
TXN-2023-003385,CUST-120,SMB,241.83,Net-30,30,0.05,0.0331,0.99
TXN-2023-003386,CUST-120,SMB,562.97,Net-30,30,0.05,0.0771,2.31
TXN-2023-003387,CUST-120,SMB,621.8,Net-30,30,0.05,0.0852,2.56
TXN-2023-003388,CUST-120,SMB,176.99,Net-90,90,0.05,0.0242,2.18
TXN-2023-003389,CUST-120,SMB,258.13,Net-30,30,0.05,0.0354,1.06
TXN-2023-003390,CUST-120,SMB,522.53,Net-60,60,0.05,0.0716,4.29
TXN-2023-003391,CUST-120,SMB,383.54,Net-30,30,0.05,0.0525,1.58
TXN-2023-003392,CUST-120,SMB,402.7,Net-30,30,0.05,0.0552,1.65
TXN-2023-003393,CUST-120,SMB,144.96,Net-30,30,0.05,0.0199,0.6
TXN-2023-003394,CUST-120,SMB,391.15,Net-90,90,0.05,0.0536,4.82
TXN-2023-003395,CUST-120,SMB,491.24,Net-30,30,0.05,0.0673,2.02
TXN-2023-003396,CUST-120,SMB,825.62,Net-30,30,0.05,0.1131,3.39
TXN-2023-003397,CUST-120,SMB,438.04,Net-60,60,0.05,0.06,3.6
TXN-2023-003398,CUST-120,SMB,376.24,Net-30,30,0.05,0.0515,1.55
TXN-2023-003399,CUST-120,SMB,129.59,Net-30,30,0.05,0.0178,0.53
TXN-2023-003400,CUST-120,SMB,359.76,Net-30,30,0.05,0.0493,1.48
TXN-2023-003401,CUST-120,SMB,704.62,Net-30,30,0.05,0.0965,2.9
TXN-2023-003402,CUST-120,SMB,432.46,Net-90,90,0.05,0.0592,5.33
TXN-2023-003403,CUST-120,SMB,536.19,Net-30,30,0.05,0.0735,2.2
TXN-2023-003404,CUST-120,SMB,879.33,Net-90,90,0.05,0.1205,10.84
TXN-2023-003405,CUST-120,SMB,324.09,Net-30,30,0.05,0.0444,1.33
TXN-2023-003406,CUST-120,SMB,701.07,Net-30,30,0.05,0.096,2.88
TXN-2023-003407,CUST-120,SMB,284.63,Net-30,30,0.05,0.039,1.17
TXN-2023-003408,CUST-120,SMB,495.4,Net-30,30,0.05,0.0679,2.04
TXN-2023-003409,CUST-120,SMB,574.46,Net-60,60,0.05,0.0787,4.72
TXN-2023-003410,CUST-120,SMB,403.17,Net-90,90,0.05,0.0552,4.97
TXN-2023-003411,CUST-120,SMB,620.46,Net-90,90,0.05,0.085,7.65
TXN-2023-003412,CUST-120,SMB,548.64,Net-60,60,0.05,0.0752,4.51
TXN-2023-003413,CUST-120,SMB,299.34,Net-30,30,0.05,0.041,1.23
TXN-2023-003414,CUST-120,SMB,662.64,Net-30,30,0.05,0.0908,2.72
TXN-2023-003415,CUST-121,Mid-Market,510.75,Net-90,90,0.05,0.07,6.3
TXN-2023-003416,CUST-121,Mid-Market,286.61,Net-30,30,0.05,0.0393,1.18
TXN-2023-003417,CUST-121,Mid-Market,549.95,Net-60,60,0.05,0.0753,4.52
TXN-2023-003418,CUST-121,Mid-Market,654.65,Net-60,60,0.05,0.0897,5.38
TXN-2023-003419,CUST-121,Mid-Market,446.24,Net-90,90,0.05,0.0611,5.5
TXN-2023-003420,CUST-121,Mid-Market,189.44,Net-30,30,0.05,0.026,0.78
TXN-2023-003421,CUST-121,Mid-Market,307.42,Net-30,30,0.05,0.0421,1.26
TXN-2023-003422,CUST-121,Mid-Market,383.5,Net-90,90,0.05,0.0525,4.73
TXN-2023-003423,CUST-121,Mid-Market,620.2,Net-90,90,0.05,0.085,7.65
TXN-2023-003424,CUST-121,Mid-Market,452.5,Net-30,30,0.05,0.062,1.86
TXN-2023-003425,CUST-121,Mid-Market,673.2,Net-90,90,0.05,0.0922,8.3
TXN-2023-003426,CUST-121,Mid-Market,720.34,Net-30,30,0.05,0.0987,2.96
TXN-2023-003427,CUST-121,Mid-Market,375.86,Net-60,60,0.05,0.0515,3.09
TXN-2023-003428,CUST-121,Mid-Market,466.19,Net-90,90,0.05,0.0639,5.75
TXN-2023-003429,CUST-121,Mid-Market,1002.85,Net-30,30,0.05,0.1374,4.12
TXN-2023-003430,CUST-121,Mid-Market,294.35,Net-30,30,0.05,0.0403,1.21
TXN-2023-003431,CUST-121,Mid-Market,501.48,Net-60,60,0.05,0.0687,4.12
TXN-2023-003432,CUST-121,Mid-Market,666.56,Net-30,30,0.05,0.0913,2.74
TXN-2023-003433,CUST-121,Mid-Market,699.91,Net-60,60,0.05,0.0959,5.75
TXN-2023-003434,CUST-121,Mid-Market,563.05,Net-60,60,0.05,0.0771,4.63
TXN-2023-003435,CUST-121,Mid-Market,542.88,Net-90,90,0.05,0.0744,6.69
TXN-2023-003436,CUST-121,Mid-Market,662.59,Net-30,30,0.05,0.0908,2.72
TXN-2023-003437,CUST-121,Mid-Market,544.31,Net-60,60,0.05,0.0746,4.47
TXN-2023-003438,CUST-121,Mid-Market,506.61,Net-60,60,0.05,0.0694,4.16
TXN-2023-003439,CUST-121,Mid-Market,232.22,Net-60,60,0.05,0.0318,1.91
TXN-2023-003440,CUST-121,Mid-Market,586.43,Net-60,60,0.05,0.0803,4.82
TXN-2023-003441,CUST-121,Mid-Market,884.82,Net-60,60,0.05,0.1212,7.27
TXN-2023-003442,CUST-121,Mid-Market,565.87,Net-90,90,0.05,0.0775,6.98
TXN-2023-003443,CUST-121,Mid-Market,503.21,Net-90,90,0.05,0.0689,6.2
TXN-2023-003444,CUST-121,Mid-Market,423.68,Net-60,60,0.05,0.058,3.48
TXN-2023-003445,CUST-121,Mid-Market,406.81,Net-90,90,0.05,0.0557,5.02
TXN-2023-003446,CUST-121,Mid-Market,604.02,Net-60,60,0.05,0.0827,4.96
TXN-2023-003447,CUST-121,Mid-Market,338.37,Net-90,90,0.05,0.0464,4.17
TXN-2023-003448,CUST-121,Mid-Market,910.7,Net-30,30,0.05,0.1248,3.74
TXN-2023-003449,CUST-121,Mid-Market,684.49,Net-60,60,0.05,0.0938,5.63
TXN-2023-003450,CUST-121,Mid-Market,814.14,Net-90,90,0.05,0.1115,10.04
TXN-2023-003451,CUST-121,Mid-Market,632.79,Net-60,60,0.05,0.0867,5.2
TXN-2023-003452,CUST-121,Mid-Market,1881.92,Net-60,60,0.05,0.2578,15.47
TXN-2023-003453,CUST-121,Mid-Market,399.5,Net-30,30,0.05,0.0547,1.64
TXN-2023-003454,CUST-121,Mid-Market,702.51,Net-30,30,0.05,0.0962,2.89
TXN-2023-003455,CUST-121,Mid-Market,1213.96,Net-60,60,0.05,0.1663,9.98
TXN-2023-003456,CUST-121,Mid-Market,324.71,Net-30,30,0.05,0.0445,1.33
TXN-2023-003457,CUST-121,Mid-Market,767.4,Net-30,30,0.05,0.1051,3.15
TXN-2023-003458,CUST-122,SMB,243.04,Net-30,30,0.05,0.0333,1.0
TXN-2023-003459,CUST-122,SMB,139.6,Net-30,30,0.05,0.0191,0.57
TXN-2023-003460,CUST-122,SMB,444.0,Net-60,60,0.05,0.0608,3.65
TXN-2023-003461,CUST-122,SMB,223.05,Net-60,60,0.05,0.0306,1.83
TXN-2023-003462,CUST-122,SMB,340.44,Net-30,30,0.05,0.0466,1.4
TXN-2023-003463,CUST-122,SMB,297.2,Net-30,30,0.05,0.0407,1.22
TXN-2023-003464,CUST-122,SMB,320.85,Net-30,30,0.05,0.044,1.32
TXN-2023-003465,CUST-122,SMB,237.42,Net-30,30,0.05,0.0325,0.98
TXN-2023-003466,CUST-122,SMB,212.29,Net-30,30,0.05,0.0291,0.87
TXN-2023-003467,CUST-122,SMB,173.17,Net-30,30,0.05,0.0237,0.71
TXN-2023-003468,CUST-122,SMB,339.26,Net-30,30,0.05,0.0465,1.39
TXN-2023-003469,CUST-122,SMB,258.49,Net-30,30,0.05,0.0354,1.06
TXN-2023-003470,CUST-122,SMB,228.7,Net-30,30,0.05,0.0313,0.94
TXN-2023-003471,CUST-122,SMB,218.25,Net-90,90,0.05,0.0299,2.69
TXN-2023-003472,CUST-122,SMB,173.37,Net-90,90,0.05,0.0237,2.14
TXN-2023-003473,CUST-122,SMB,179.18,Net-90,90,0.05,0.0245,2.21
TXN-2023-003474,CUST-122,SMB,195.95,Net-60,60,0.05,0.0268,1.61
TXN-2023-003475,CUST-122,SMB,620.12,Net-30,30,0.05,0.0849,2.55
TXN-2023-003476,CUST-122,SMB,171.22,Net-30,30,0.05,0.0235,0.7
TXN-2023-003477,CUST-122,SMB,240.66,Net-90,90,0.05,0.033,2.97
TXN-2023-003478,CUST-122,SMB,485.51,Net-30,30,0.05,0.0665,2.0
TXN-2023-003479,CUST-122,SMB,137.84,Net-30,30,0.05,0.0189,0.57
TXN-2023-003480,CUST-122,SMB,175.18,Net-90,90,0.05,0.024,2.16
TXN-2023-003481,CUST-122,SMB,213.92,Net-30,30,0.05,0.0293,0.88
TXN-2023-003482,CUST-122,SMB,228.92,Net-60,60,0.05,0.0314,1.88
TXN-2023-003483,CUST-122,SMB,429.82,Net-30,30,0.05,0.0589,1.77
TXN-2023-003484,CUST-122,SMB,217.66,Net-30,30,0.05,0.0298,0.89
TXN-2023-003485,CUST-122,SMB,276.99,Net-30,30,0.05,0.0379,1.14
TXN-2023-003486,CUST-122,SMB,175.67,Net-30,30,0.05,0.0241,0.72
TXN-2023-003487,CUST-122,SMB,101.15,Net-30,30,0.05,0.0139,0.42
TXN-2023-003488,CUST-122,SMB,552.61,Net-90,90,0.05,0.0757,6.81
TXN-2023-003489,CUST-122,SMB,199.29,Net-60,60,0.05,0.0273,1.64
TXN-2023-003490,CUST-122,SMB,232.57,Net-30,30,0.05,0.0319,0.96
TXN-2023-003491,CUST-122,SMB,334.45,Net-30,30,0.05,0.0458,1.37
TXN-2023-003492,CUST-122,SMB,299.23,Net-60,60,0.05,0.041,2.46
TXN-2023-003493,CUST-122,SMB,302.64,Net-30,30,0.05,0.0415,1.24
TXN-2023-003494,CUST-122,SMB,564.98,Net-60,60,0.05,0.0774,4.64
TXN-2023-003495,CUST-122,SMB,365.71,Net-60,60,0.05,0.0501,3.01
TXN-2023-003496,CUST-122,SMB,425.49,Net-60,60,0.05,0.0583,3.5
TXN-2023-003497,CUST-122,SMB,290.1,Net-30,30,0.05,0.0397,1.19
TXN-2023-003498,CUST-122,SMB,301.68,Net-30,30,0.05,0.0413,1.24
TXN-2023-003499,CUST-122,SMB,98.31,Net-30,30,0.05,0.0135,0.4
TXN-2023-003500,CUST-123,SMB,248.07,Net-60,60,0.05,0.034,2.04
TXN-2023-003501,CUST-123,SMB,365.68,Net-60,60,0.05,0.0501,3.01
TXN-2023-003502,CUST-123,SMB,274.65,Net-30,30,0.05,0.0376,1.13
TXN-2023-003503,CUST-123,SMB,235.26,Net-30,30,0.05,0.0322,0.97
TXN-2023-003504,CUST-123,SMB,335.42,Net-30,30,0.05,0.0459,1.38
TXN-2023-003505,CUST-123,SMB,459.74,Net-30,30,0.05,0.063,1.89
TXN-2023-003506,CUST-123,SMB,178.09,Net-30,30,0.05,0.0244,0.73
TXN-2023-003507,CUST-123,SMB,270.7,Net-30,30,0.05,0.0371,1.11
TXN-2023-003508,CUST-123,SMB,363.58,Net-30,30,0.05,0.0498,1.49
TXN-2023-003509,CUST-123,SMB,341.3,Net-30,30,0.05,0.0468,1.4
TXN-2023-003510,CUST-123,SMB,765.18,Net-30,30,0.05,0.1048,3.14
TXN-2023-003511,CUST-123,SMB,156.6,Net-30,30,0.05,0.0215,0.64
TXN-2023-003512,CUST-123,SMB,282.77,Net-60,60,0.05,0.0387,2.32
TXN-2023-003513,CUST-123,SMB,346.61,Net-60,60,0.05,0.0475,2.85
TXN-2023-003514,CUST-123,SMB,461.97,Net-30,30,0.05,0.0633,1.9
TXN-2023-003515,CUST-123,SMB,182.49,Net-30,30,0.05,0.025,0.75
TXN-2023-003516,CUST-123,SMB,317.67,Net-30,30,0.05,0.0435,1.31
TXN-2023-003517,CUST-123,SMB,191.7,Net-60,60,0.05,0.0263,1.58
TXN-2023-003518,CUST-123,SMB,296.76,Net-30,30,0.05,0.0407,1.22
TXN-2023-003519,CUST-123,SMB,820.19,Net-30,30,0.05,0.1124,3.37
TXN-2023-003520,CUST-123,SMB,699.39,Net-30,30,0.05,0.0958,2.87
TXN-2023-003521,CUST-123,SMB,242.05,Net-30,30,0.05,0.0332,0.99
TXN-2023-003522,CUST-123,SMB,208.37,Net-90,90,0.05,0.0285,2.57
TXN-2023-003523,CUST-123,SMB,158.36,Net-30,30,0.05,0.0217,0.65
TXN-2023-003524,CUST-123,SMB,338.02,Net-30,30,0.05,0.0463,1.39
TXN-2023-003525,CUST-123,SMB,413.79,Net-30,30,0.05,0.0567,1.7
TXN-2023-003526,CUST-123,SMB,227.46,Net-30,30,0.05,0.0312,0.93
TXN-2023-003527,CUST-123,SMB,149.78,Net-60,60,0.05,0.0205,1.23
TXN-2023-003528,CUST-123,SMB,275.31,Net-60,60,0.05,0.0377,2.26
TXN-2023-003529,CUST-123,SMB,252.97,Net-30,30,0.05,0.0347,1.04
TXN-2023-003530,CUST-123,SMB,449.13,Net-30,30,0.05,0.0615,1.85
TXN-2023-003531,CUST-123,SMB,293.4,Net-30,30,0.05,0.0402,1.21
TXN-2023-003532,CUST-123,SMB,95.67,Net-90,90,0.05,0.0131,1.18
TXN-2023-003533,CUST-123,SMB,157.67,Net-30,30,0.05,0.0216,0.65
TXN-2023-003534,CUST-123,SMB,236.13,Net-30,30,0.05,0.0323,0.97
TXN-2023-003535,CUST-123,SMB,225.62,Net-30,30,0.05,0.0309,0.93
TXN-2023-003536,CUST-123,SMB,151.33,Net-30,30,0.05,0.0207,0.62
TXN-2023-003537,CUST-123,SMB,206.32,Net-30,30,0.05,0.0283,0.85
TXN-2023-003538,CUST-123,SMB,183.79,Net-30,30,0.05,0.0252,0.76
TXN-2023-003539,CUST-123,SMB,301.54,Net-30,30,0.05,0.0413,1.24
TXN-2023-003540,CUST-123,SMB,349.46,Net-30,30,0.05,0.0479,1.44
TXN-2023-003541,CUST-123,SMB,118.65,Net-90,90,0.05,0.0163,1.46
TXN-2023-003542,CUST-123,SMB,83.64,Net-60,60,0.05,0.0115,0.69
TXN-2023-003543,CUST-123,SMB,136.99,Net-30,30,0.05,0.0188,0.56
TXN-2023-003544,CUST-123,SMB,221.06,Net-30,30,0.05,0.0303,0.91
TXN-2023-003545,CUST-123,SMB,869.26,Net-30,30,0.05,0.1191,3.57
TXN-2023-003546,CUST-123,SMB,864.68,Net-60,60,0.05,0.1184,7.11
TXN-2023-003547,CUST-123,SMB,199.63,Net-90,90,0.05,0.0273,2.46
TXN-2023-003548,CUST-123,SMB,530.09,Net-90,90,0.05,0.0726,6.54
TXN-2023-003549,CUST-124,Mid-Market,1730.05,Net-30,30,0.05,0.237,7.11
TXN-2023-003550,CUST-124,Mid-Market,853.08,Net-60,60,0.05,0.1169,7.01
TXN-2023-003551,CUST-124,Mid-Market,1382.86,Net-90,90,0.05,0.1894,17.05
TXN-2023-003552,CUST-124,Mid-Market,3172.26,Net-30,30,0.05,0.4346,13.04
TXN-2023-003553,CUST-124,Mid-Market,1258.81,Net-60,60,0.05,0.1724,10.35
TXN-2023-003554,CUST-124,Mid-Market,2937.07,Net-90,90,0.05,0.4023,36.21
TXN-2023-003555,CUST-124,Mid-Market,1768.34,Net-90,90,0.05,0.2422,21.8
TXN-2023-003556,CUST-124,Mid-Market,2342.69,Net-60,60,0.05,0.3209,19.25
TXN-2023-003557,CUST-124,Mid-Market,3808.8,Net-60,60,0.05,0.5218,31.31
TXN-2023-003558,CUST-124,Mid-Market,1190.56,Net-60,60,0.05,0.1631,9.79
TXN-2023-003559,CUST-124,Mid-Market,1920.08,Net-60,60,0.05,0.263,15.78
TXN-2023-003560,CUST-124,Mid-Market,2702.81,Net-30,30,0.05,0.3702,11.11
TXN-2023-003561,CUST-124,Mid-Market,2339.55,Net-30,30,0.05,0.3205,9.61
TXN-2023-003562,CUST-124,Mid-Market,1309.9,Net-30,30,0.05,0.1794,5.38
TXN-2023-003563,CUST-124,Mid-Market,3685.73,Net-60,60,0.05,0.5049,30.29
TXN-2023-003564,CUST-124,Mid-Market,2663.43,Net-60,60,0.05,0.3649,21.89
TXN-2023-003565,CUST-125,Mid-Market,865.74,Net-30,30,0.05,0.1186,3.56
TXN-2023-003566,CUST-125,Mid-Market,2392.96,Net-30,30,0.05,0.3278,9.83
TXN-2023-003567,CUST-125,Mid-Market,802.15,Net-60,60,0.05,0.1099,6.59
TXN-2023-003568,CUST-125,Mid-Market,780.03,Net-60,60,0.05,0.1069,6.41
TXN-2023-003569,CUST-125,Mid-Market,1348.14,Net-90,90,0.05,0.1847,16.62
TXN-2023-003570,CUST-125,Mid-Market,518.78,Net-60,60,0.05,0.0711,4.26
TXN-2023-003571,CUST-125,Mid-Market,506.55,Net-90,90,0.05,0.0694,6.25
TXN-2023-003572,CUST-125,Mid-Market,2275.4,Net-30,30,0.05,0.3117,9.35
TXN-2023-003573,CUST-125,Mid-Market,1059.26,Net-90,90,0.05,0.1451,13.06
TXN-2023-003574,CUST-125,Mid-Market,932.25,Net-90,90,0.05,0.1277,11.49
TXN-2023-003575,CUST-125,Mid-Market,1322.64,Net-90,90,0.05,0.1812,16.31
TXN-2023-003576,CUST-125,Mid-Market,1486.01,Net-60,60,0.05,0.2036,12.21
TXN-2023-003577,CUST-125,Mid-Market,1037.67,Net-60,60,0.05,0.1421,8.53
TXN-2023-003578,CUST-125,Mid-Market,1577.27,Net-60,60,0.05,0.2161,12.96
TXN-2023-003579,CUST-125,Mid-Market,1106.15,Net-60,60,0.05,0.1515,9.09
TXN-2023-003580,CUST-125,Mid-Market,914.51,Net-60,60,0.05,0.1253,7.52
TXN-2023-003581,CUST-125,Mid-Market,2108.24,Net-60,60,0.05,0.2888,17.33
TXN-2023-003582,CUST-125,Mid-Market,1569.05,Net-60,60,0.05,0.2149,12.9
TXN-2023-003583,CUST-125,Mid-Market,880.14,Net-60,60,0.05,0.1206,7.23
TXN-2023-003584,CUST-125,Mid-Market,1250.9,Net-90,90,0.05,0.1714,15.42
TXN-2023-003585,CUST-125,Mid-Market,1517.19,Net-30,30,0.05,0.2078,6.24
TXN-2023-003586,CUST-125,Mid-Market,833.8,Net-90,90,0.05,0.1142,10.28
TXN-2023-003587,CUST-125,Mid-Market,1845.06,Net-60,60,0.05,0.2527,15.16
TXN-2023-003588,CUST-125,Mid-Market,1429.3,Net-90,90,0.05,0.1958,17.62
TXN-2023-003589,CUST-125,Mid-Market,1739.83,Net-60,60,0.05,0.2383,14.3
TXN-2023-003590,CUST-125,Mid-Market,898.11,Net-60,60,0.05,0.123,7.38
TXN-2023-003591,CUST-125,Mid-Market,2751.48,Net-90,90,0.05,0.3769,33.92
TXN-2023-003592,CUST-125,Mid-Market,1187.51,Net-30,30,0.05,0.1627,4.88
TXN-2023-003593,CUST-125,Mid-Market,1940.6,Net-90,90,0.05,0.2658,23.93
TXN-2023-003594,CUST-125,Mid-Market,1426.0,Net-60,60,0.05,0.1953,11.72
TXN-2023-003595,CUST-125,Mid-Market,4671.27,Net-60,60,0.05,0.6399,38.39
TXN-2023-003596,CUST-125,Mid-Market,1545.1,Net-30,30,0.05,0.2117,6.35
TXN-2023-003597,CUST-125,Mid-Market,1041.89,Net-60,60,0.05,0.1427,8.56
TXN-2023-003598,CUST-126,Enterprise,1337.78,Net-30,30,0.05,0.1833,5.5
TXN-2023-003599,CUST-126,Enterprise,12301.73,Net-90,90,0.05,1.6852,151.67
TXN-2023-003600,CUST-126,Enterprise,4991.29,Net-60,60,0.05,0.6837,41.02
TXN-2023-003601,CUST-126,Enterprise,3480.55,Net-60,60,0.05,0.4768,28.61
TXN-2023-003602,CUST-126,Enterprise,2245.28,Net-60,60,0.05,0.3076,18.45
TXN-2023-003603,CUST-126,Enterprise,5526.96,Net-30,30,0.05,0.7571,22.71
TXN-2023-003604,CUST-126,Enterprise,2491.3,Net-30,30,0.05,0.3413,10.24
TXN-2023-003605,CUST-126,Enterprise,2585.2,Net-30,30,0.05,0.3541,10.62
TXN-2023-003606,CUST-126,Enterprise,3515.96,Net-60,60,0.05,0.4816,28.9
TXN-2023-003607,CUST-126,Enterprise,2074.01,Net-60,60,0.05,0.2841,17.05
TXN-2023-003608,CUST-126,Enterprise,1858.69,Net-30,30,0.05,0.2546,7.64
TXN-2023-003609,CUST-126,Enterprise,2196.57,Net-30,30,0.05,0.3009,9.03
TXN-2023-003610,CUST-126,Enterprise,2709.93,Net-30,30,0.05,0.3712,11.14
TXN-2023-003611,CUST-126,Enterprise,3825.38,Net-30,30,0.05,0.524,15.72
TXN-2023-003612,CUST-126,Enterprise,4519.77,Net-30,30,0.05,0.6191,18.57
TXN-2023-003613,CUST-126,Enterprise,1023.98,Net-60,60,0.05,0.1403,8.42
TXN-2023-003614,CUST-126,Enterprise,3767.32,Net-90,90,0.05,0.5161,46.45
TXN-2023-003615,CUST-126,Enterprise,2820.21,Net-30,30,0.05,0.3863,11.59
TXN-2023-003616,CUST-126,Enterprise,2319.71,Net-30,30,0.05,0.3178,9.53
TXN-2023-003617,CUST-126,Enterprise,1715.24,Net-30,30,0.05,0.235,7.05
TXN-2023-003618,CUST-126,Enterprise,4335.32,Net-30,30,0.05,0.5939,17.82
TXN-2023-003619,CUST-126,Enterprise,2596.35,Net-30,30,0.05,0.3557,10.67
TXN-2023-003620,CUST-126,Enterprise,2509.07,Net-30,30,0.05,0.3437,10.31
TXN-2023-003621,CUST-126,Enterprise,2596.64,Net-30,30,0.05,0.3557,10.67
TXN-2023-003622,CUST-126,Enterprise,2674.84,Net-30,30,0.05,0.3664,10.99
TXN-2023-003623,CUST-126,Enterprise,4124.17,Net-30,30,0.05,0.565,16.95
TXN-2023-003624,CUST-126,Enterprise,2352.64,Net-30,30,0.05,0.3223,9.67
TXN-2023-003625,CUST-126,Enterprise,2201.87,Net-30,30,0.05,0.3016,9.05
TXN-2023-003626,CUST-126,Enterprise,3383.8,Net-30,30,0.05,0.4635,13.91
TXN-2023-003627,CUST-126,Enterprise,1915.42,Net-30,30,0.05,0.2624,7.87
TXN-2023-003628,CUST-126,Enterprise,3726.64,Net-60,60,0.05,0.5105,30.63
TXN-2023-003629,CUST-126,Enterprise,1842.22,Net-60,60,0.05,0.2524,15.14
TXN-2023-003630,CUST-126,Enterprise,3480.13,Net-60,60,0.05,0.4767,28.6
TXN-2023-003631,CUST-127,Mid-Market,289.88,Net-60,60,0.05,0.0397,2.38
TXN-2023-003632,CUST-127,Mid-Market,314.19,Net-90,90,0.05,0.043,3.87
TXN-2023-003633,CUST-127,Mid-Market,716.13,Net-90,90,0.05,0.0981,8.83
TXN-2023-003634,CUST-127,Mid-Market,628.53,Net-60,60,0.05,0.0861,5.17
TXN-2023-003635,CUST-127,Mid-Market,722.04,Net-30,30,0.05,0.0989,2.97
TXN-2023-003636,CUST-127,Mid-Market,1296.27,Net-30,30,0.05,0.1776,5.33
TXN-2023-003637,CUST-127,Mid-Market,990.97,Net-30,30,0.05,0.1357,4.07
TXN-2023-003638,CUST-127,Mid-Market,667.5,Net-90,90,0.05,0.0914,8.23
