TransactionID,CustomerID,CustomerSegment,ProductCategory,TransactionAmount_EUR,BaseOverhead_EUR,SegmentMultiplier,SegmentAdjustedOverhead_EUR,ProductAdjustment_EUR,TotalAllocatedOverhead_EUR,OverheadAsPercentOfRevenue
TXN-2023-003389,CUST-120,SMB,Fresh,258.13,81.45,0.85,69.23,10.0,79.23,30.69
TXN-2023-003390,CUST-120,SMB,Fresh,522.53,81.45,0.85,69.23,10.0,79.23,15.16
TXN-2023-003391,CUST-120,SMB,Delicatessen,383.54,81.45,0.85,69.23,8.0,77.23,20.14
TXN-2023-003392,CUST-120,SMB,Fresh,402.7,81.45,0.85,69.23,10.0,79.23,19.67
TXN-2023-003393,CUST-120,SMB,Frozen,144.96,81.45,0.85,69.23,0.0,69.23,47.76
TXN-2023-003394,CUST-120,SMB,Fresh,391.15,81.45,0.85,69.23,10.0,79.23,20.26
TXN-2023-003395,CUST-120,SMB,Delicatessen,491.24,81.45,0.85,69.23,8.0,77.23,15.72
TXN-2023-003396,CUST-120,SMB,Milk,825.62,81.45,0.85,69.23,5.0,74.23,8.99
TXN-2023-003397,CUST-120,SMB,Fresh,438.04,81.45,0.85,69.23,10.0,79.23,18.09
TXN-2023-003398,CUST-120,SMB,Milk,376.24,81.45,0.85,69.23,5.0,74.23,19.73
TXN-2023-003399,CUST-120,SMB,Fresh,129.59,81.45,0.85,69.23,10.0,79.23,61.14
TXN-2023-003400,CUST-120,SMB,Frozen,359.76,81.45,0.85,69.23,0.0,69.23,19.24
TXN-2023-003401,CUST-120,SMB,Fresh,704.62,81.45,0.85,69.23,10.0,79.23,11.24
TXN-2023-003402,CUST-120,SMB,Frozen,432.46,81.45,0.85,69.23,0.0,69.23,16.01
TXN-2023-003403,CUST-120,SMB,Milk,536.19,81.45,0.85,69.23,5.0,74.23,13.84
TXN-2023-003404,CUST-120,SMB,Fresh,879.33,81.45,0.85,69.23,10.0,79.23,9.01
TXN-2023-003405,CUST-120,SMB,Fresh,324.09,81.45,0.85,69.23,10.0,79.23,24.45
TXN-2023-003406,CUST-120,SMB,Fresh,701.07,81.45,0.85,69.23,10.0,79.23,11.3
TXN-2023-003407,CUST-120,SMB,Frozen,284.63,81.45,0.85,69.23,0.0,69.23,24.32
TXN-2023-003408,CUST-120,SMB,Delicatessen,495.4,81.45,0.85,69.23,8.0,77.23,15.59
TXN-2023-003409,CUST-120,SMB,Delicatessen,574.46,81.45,0.85,69.23,8.0,77.23,13.44
TXN-2023-003410,CUST-120,SMB,Fresh,403.17,81.45,0.85,69.23,10.0,79.23,19.65
TXN-2023-003411,CUST-120,SMB,Fresh,620.46,81.45,0.85,69.23,10.0,79.23,12.77
TXN-2023-003412,CUST-120,SMB,Delicatessen,548.64,81.45,0.85,69.23,8.0,77.23,14.08
TXN-2023-003413,CUST-120,SMB,Fresh,299.34,81.45,0.85,69.23,10.0,79.23,26.47
TXN-2023-003414,CUST-120,SMB,Fresh,662.64,81.45,0.85,69.23,10.0,79.23,11.96
TXN-2023-003415,CUST-121,Mid-Market,Fresh,510.75,81.45,1.1,89.59,10.0,99.59,19.5
TXN-2023-003416,CUST-121,Mid-Market,Fresh,286.61,81.45,1.1,89.59,10.0,99.59,34.75
TXN-2023-003417,CUST-121,Mid-Market,Fresh,549.95,81.45,1.1,89.59,10.0,99.59,18.11
TXN-2023-003418,CUST-121,Mid-Market,Fresh,654.65,81.45,1.1,89.59,10.0,99.59,15.21
TXN-2023-003419,CUST-121,Mid-Market,Grocery,446.24,81.45,1.1,89.59,-5.0,84.59,18.96
TXN-2023-003420,CUST-121,Mid-Market,Grocery,189.44,81.45,1.1,89.59,-5.0,84.59,44.65
TXN-2023-003421,CUST-121,Mid-Market,Fresh,307.42,81.45,1.1,89.59,10.0,99.59,32.4
TXN-2023-003422,CUST-121,Mid-Market,Fresh,383.5,81.45,1.1,89.59,10.0,99.59,25.97
TXN-2023-003423,CUST-121,Mid-Market,Delicatessen,620.2,81.45,1.1,89.59,8.0,97.59,15.74
TXN-2023-003424,CUST-121,Mid-Market,Fresh,452.5,81.45,1.1,89.59,10.0,99.59,22.01
TXN-2023-003425,CUST-121,Mid-Market,Fresh,673.2,81.45,1.1,89.59,10.0,99.59,14.79
TXN-2023-003426,CUST-121,Mid-Market,Fresh,720.34,81.45,1.1,89.59,10.0,99.59,13.83
TXN-2023-003427,CUST-121,Mid-Market,Fresh,375.86,81.45,1.1,89.59,10.0,99.59,26.5
TXN-2023-003428,CUST-121,Mid-Market,Fresh,466.19,81.45,1.1,89.59,10.0,99.59,21.36
TXN-2023-003429,CUST-121,Mid-Market,Grocery,1002.85,81.45,1.1,89.59,-5.0,84.59,8.44
TXN-2023-003430,CUST-121,Mid-Market,Fresh,294.35,81.45,1.1,89.59,10.0,99.59,33.83
TXN-2023-003431,CUST-121,Mid-Market,Fresh,501.48,81.45,1.1,89.59,10.0,99.59,19.86
TXN-2023-003432,CUST-121,Mid-Market,Fresh,666.56,81.45,1.1,89.59,10.0,99.59,14.94
TXN-2023-003433,CUST-121,Mid-Market,Fresh,699.91,81.45,1.1,89.59,10.0,99.59,14.23
TXN-2023-003434,CUST-121,Mid-Market,Fresh,563.05,81.45,1.1,89.59,10.0,99.59,17.69
TXN-2023-003435,CUST-121,Mid-Market,Fresh,542.88,81.45,1.1,89.59,10.0,99.59,18.35
TXN-2023-003436,CUST-121,Mid-Market,Milk,662.59,81.45,1.1,89.59,5.0,94.59,14.28
TXN-2023-003437,CUST-121,Mid-Market,Fresh,544.31,81.45,1.1,89.59,10.0,99.59,18.3
TXN-2023-003438,CUST-121,Mid-Market,Fresh,506.61,81.45,1.1,89.59,10.0,99.59,19.66
TXN-2023-003439,CUST-121,Mid-Market,Fresh,232.22,81.45,1.1,89.59,10.0,99.59,42.89
TXN-2023-003440,CUST-121,Mid-Market,Fresh,586.43,81.45,1.1,89.59,10.0,99.59,16.98
TXN-2023-003441,CUST-121,Mid-Market,Fresh,884.82,81.45,1.1,89.59,10.0,99.59,11.26
TXN-2023-003442,CUST-121,Mid-Market,Fresh,565.87,81.45,1.1,89.59,10.0,99.59,17.6
TXN-2023-003443,CUST-121,Mid-Market,Fresh,503.21,81.45,1.1,89.59,10.0,99.59,19.79
TXN-2023-003444,CUST-121,Mid-Market,Fresh,423.68,81.45,1.1,89.59,10.0,99.59,23.51
TXN-2023-003445,CUST-121,Mid-Market,Fresh,406.81,81.45,1.1,89.59,10.0,99.59,24.48
TXN-2023-003446,CUST-121,Mid-Market,Fresh,604.02,81.45,1.1,89.59,10.0,99.59,16.49
TXN-2023-003447,CUST-121,Mid-Market,Fresh,338.37,81.45,1.1,89.59,10.0,99.59,29.43
TXN-2023-003448,CUST-121,Mid-Market,Milk,910.7,81.45,1.1,89.59,5.0,94.59,10.39
TXN-2023-003449,CUST-121,Mid-Market,Grocery,684.49,81.45,1.1,89.59,-5.0,84.59,12.36
TXN-2023-003450,CUST-121,Mid-Market,Grocery,814.14,81.45,1.1,89.59,-5.0,84.59,10.39
TXN-2023-003451,CUST-121,Mid-Market,Fresh,632.79,81.45,1.1,89.59,10.0,99.59,15.74
TXN-2023-003452,CUST-121,Mid-Market,Fresh,1881.92,81.45,1.1,89.59,10.0,99.59,5.29
TXN-2023-003453,CUST-121,Mid-Market,Grocery,399.5,81.45,1.1,89.59,-5.0,84.59,21.17
TXN-2023-003454,CUST-121,Mid-Market,Grocery,702.51,81.45,1.1,89.59,-5.0,84.59,12.04
TXN-2023-003455,CUST-121,Mid-Market,Fresh,1213.96,81.45,1.1,89.59,10.0,99.59,8.2
TXN-2023-003456,CUST-121,Mid-Market,Fresh,324.71,81.45,1.1,89.59,10.0,99.59,30.67
TXN-2023-003457,CUST-121,Mid-Market,Fresh,767.4,81.45,1.1,89.59,10.0,99.59,12.98
TXN-2023-003458,CUST-122,SMB,Milk,243.04,81.45,0.85,69.23,5.0,74.23,30.54
TXN-2023-003459,CUST-122,SMB,Grocery,139.6,81.45,0.85,69.23,-5.0,64.23,46.01
TXN-2023-003460,CUST-122,SMB,Milk,444.0,81.45,0.85,69.23,5.0,74.23,16.72
TXN-2023-003461,CUST-122,SMB,Frozen,223.05,81.45,0.85,69.23,0.0,69.23,31.04
TXN-2023-003462,CUST-122,SMB,Frozen,340.44,81.45,0.85,69.23,0.0,69.23,20.34
TXN-2023-003463,CUST-122,SMB,Frozen,297.2,81.45,0.85,69.23,0.0,69.23,23.29
TXN-2023-003464,CUST-122,SMB,Milk,320.85,81.45,0.85,69.23,5.0,74.23,23.14
TXN-2023-003465,CUST-122,SMB,Fresh,237.42,81.45,0.85,69.23,10.0,79.23,33.37
TXN-2023-003466,CUST-122,SMB,Fresh,212.29,81.45,0.85,69.23,10.0,79.23,37.32
TXN-2023-003467,CUST-122,SMB,Frozen,173.17,81.45,0.85,69.23,0.0,69.23,39.98
TXN-2023-003468,CUST-122,SMB,Milk,339.26,81.45,0.85,69.23,5.0,74.23,21.88
TXN-2023-003469,CUST-122,SMB,Grocery,258.49,81.45,0.85,69.23,-5.0,64.23,24.85
TXN-2023-003470,CUST-122,SMB,Fresh,228.7,81.45,0.85,69.23,10.0,79.23,34.64
TXN-2023-003471,CUST-122,SMB,Fresh,218.25,81.45,0.85,69.23,10.0,79.23,36.3
TXN-2023-003472,CUST-122,SMB,DetergentsPaper,173.37,81.45,0.85,69.23,-5.0,64.23,37.05
TXN-2023-003473,CUST-122,SMB,Grocery,179.18,81.45,0.85,69.23,-5.0,64.23,35.85
TXN-2023-003474,CUST-122,SMB,Milk,195.95,81.45,0.85,69.23,5.0,74.23,37.88
TXN-2023-003475,CUST-122,SMB,Milk,620.12,81.45,0.85,69.23,5.0,74.23,11.97
TXN-2023-003476,CUST-122,SMB,Grocery,171.22,81.45,0.85,69.23,-5.0,64.23,37.51
TXN-2023-003477,CUST-122,SMB,Fresh,240.66,81.45,0.85,69.23,10.0,79.23,32.92
TXN-2023-003478,CUST-122,SMB,Fresh,485.51,81.45,0.85,69.23,10.0,79.23,16.32
TXN-2023-003479,CUST-122,SMB,Grocery,137.84,81.45,0.85,69.23,-5.0,64.23,46.6
TXN-2023-003480,CUST-122,SMB,Milk,175.18,81.45,0.85,69.23,5.0,74.23,42.37
TXN-2023-003481,CUST-122,SMB,Fresh,213.92,81.45,0.85,69.23,10.0,79.23,37.04
TXN-2023-003482,CUST-122,SMB,Fresh,228.92,81.45,0.85,69.23,10.0,79.23,34.61
TXN-2023-003483,CUST-122,SMB,Frozen,429.82,81.45,0.85,69.23,0.0,69.23,16.11
TXN-2023-003484,CUST-122,SMB,Fresh,217.66,81.45,0.85,69.23,10.0,79.23,36.4
TXN-2023-003485,CUST-122,SMB,Frozen,276.99,81.45,0.85,69.23,0.0,69.23,24.99
TXN-2023-003486,CUST-122,SMB,Milk,175.67,81.45,0.85,69.23,5.0,74.23,42.26
TXN-2023-003487,CUST-122,SMB,Fresh,101.15,81.45,0.85,69.23,10.0,79.23,78.33
TXN-2023-003488,CUST-122,SMB,Fresh,552.61,81.45,0.85,69.23,10.0,79.23,14.34
TXN-2023-003489,CUST-122,SMB,Milk,199.29,81.45,0.85,69.23,5.0,74.23,37.25
TXN-2023-003490,CUST-122,SMB,Fresh,232.57,81.45,0.85,69.23,10.0,79.23,34.07
TXN-2023-003491,CUST-122,SMB,Delicatessen,334.45,81.45,0.85,69.23,8.0,77.23,23.09
TXN-2023-003492,CUST-122,SMB,Fresh,299.23,81.45,0.85,69.23,10.0,79.23,26.48
TXN-2023-003493,CUST-122,SMB,Milk,302.64,81.45,0.85,69.23,5.0,74.23,24.53
TXN-2023-003494,CUST-122,SMB,Fresh,564.98,81.45,0.85,69.23,10.0,79.23,14.02
TXN-2023-003495,CUST-122,SMB,Grocery,365.71,81.45,0.85,69.23,-5.0,64.23,17.56
TXN-2023-003496,CUST-122,SMB,Frozen,425.49,81.45,0.85,69.23,0.0,69.23,16.27
TXN-2023-003497,CUST-122,SMB,Frozen,290.1,81.45,0.85,69.23,0.0,69.23,23.86
TXN-2023-003498,CUST-122,SMB,Frozen,301.68,81.45,0.85,69.23,0.0,69.23,22.95
TXN-2023-003499,CUST-122,SMB,Frozen,98.31,81.45,0.85,69.23,0.0,69.23,70.42
TXN-2023-003500,CUST-123,SMB,Frozen,248.07,81.45,0.85,69.23,0.0,69.23,27.91
TXN-2023-003501,CUST-123,SMB,Fresh,365.68,81.45,0.85,69.23,10.0,79.23,21.67
TXN-2023-003502,CUST-123,SMB,Fresh,274.65,81.45,0.85,69.23,10.0,79.23,28.85
TXN-2023-003503,CUST-123,SMB,Fresh,235.26,81.45,0.85,69.23,10.0,79.23,33.68
TXN-2023-003504,CUST-123,SMB,Fresh,335.42,81.45,0.85,69.23,10.0,79.23,23.62
TXN-2023-003505,CUST-123,SMB,Grocery,459.74,81.45,0.85,69.23,-5.0,64.23,13.97
TXN-2023-003506,CUST-123,SMB,Fresh,178.09,81.45,0.85,69.23,10.0,79.23,44.49
TXN-2023-003507,CUST-123,SMB,Fresh,270.7,81.45,0.85,69.23,10.0,79.23,29.27
TXN-2023-003508,CUST-123,SMB,Fresh,363.58,81.45,0.85,69.23,10.0,79.23,21.79
TXN-2023-003509,CUST-123,SMB,Fresh,341.3,81.45,0.85,69.23,10.0,79.23,23.21
TXN-2023-003510,CUST-123,SMB,Fresh,765.18,81.45,0.85,69.23,10.0,79.23,10.35
TXN-2023-003511,CUST-123,SMB,Fresh,156.6,81.45,0.85,69.23,10.0,79.23,50.59
TXN-2023-003512,CUST-123,SMB,Fresh,282.77,81.45,0.85,69.23,10.0,79.23,28.02
TXN-2023-003513,CUST-123,SMB,Fresh,346.61,81.45,0.85,69.23,10.0,79.23,22.86
TXN-2023-003514,CUST-123,SMB,Milk,461.97,81.45,0.85,69.23,5.0,74.23,16.07
TXN-2023-003515,CUST-123,SMB,Fresh,182.49,81.45,0.85,69.23,10.0,79.23,43.42
TXN-2023-003516,CUST-123,SMB,Fresh,317.67,81.45,0.85,69.23,10.0,79.23,24.94
TXN-2023-003517,CUST-123,SMB,Milk,191.7,81.45,0.85,69.23,5.0,74.23,38.72
TXN-2023-003518,CUST-123,SMB,Fresh,296.76,81.45,0.85,69.23,10.0,79.23,26.7
TXN-2023-003519,CUST-123,SMB,Frozen,820.19,81.45,0.85,69.23,0.0,69.23,8.44
TXN-2023-003520,CUST-123,SMB,Fresh,699.39,81.45,0.85,69.23,10.0,79.23,11.33
TXN-2023-003521,CUST-123,SMB,Fresh,242.05,81.45,0.85,69.23,10.0,79.23,32.73
TXN-2023-003522,CUST-123,SMB,Fresh,208.37,81.45,0.85,69.23,10.0,79.23,38.02
TXN-2023-003523,CUST-123,SMB,Fresh,158.36,81.45,0.85,69.23,10.0,79.23,50.03
TXN-2023-003524,CUST-123,SMB,Fresh,338.02,81.45,0.85,69.23,10.0,79.23,23.44
TXN-2023-003525,CUST-123,SMB,Fresh,413.79,81.45,0.85,69.23,10.0,79.23,19.15
TXN-2023-003526,CUST-123,SMB,Fresh,227.46,81.45,0.85,69.23,10.0,79.23,34.83
TXN-2023-003527,CUST-123,SMB,Fresh,149.78,81.45,0.85,69.23,10.0,79.23,52.9
TXN-2023-003528,CUST-123,SMB,Grocery,275.31,81.45,0.85,69.23,-5.0,64.23,23.33
TXN-2023-003529,CUST-123,SMB,Delicatessen,252.97,81.45,0.85,69.23,8.0,77.23,30.53
TXN-2023-003530,CUST-123,SMB,Fresh,449.13,81.45,0.85,69.23,10.0,79.23,17.64
TXN-2023-003531,CUST-123,SMB,Fresh,293.4,81.45,0.85,69.23,10.0,79.23,27.0
TXN-2023-003532,CUST-123,SMB,Delicatessen,95.67,81.45,0.85,69.23,8.0,77.23,80.73
TXN-2023-003533,CUST-123,SMB,Frozen,157.67,81.45,0.85,69.23,0.0,69.23,43.91
TXN-2023-003534,CUST-123,SMB,Fresh,236.13,81.45,0.85,69.23,10.0,79.23,33.55
TXN-2023-003535,CUST-123,SMB,Fresh,225.62,81.45,0.85,69.23,10.0,79.23,35.12
TXN-2023-003536,CUST-123,SMB,Fresh,151.33,81.45,0.85,69.23,10.0,79.23,52.36
TXN-2023-003537,CUST-123,SMB,Fresh,206.32,81.45,0.85,69.23,10.0,79.23,38.4
TXN-2023-003538,CUST-123,SMB,Fresh,183.79,81.45,0.85,69.23,10.0,79.23,43.11
TXN-2023-003539,CUST-123,SMB,Fresh,301.54,81.45,0.85,69.23,10.0,79.23,26.28
TXN-2023-003540,CUST-123,SMB,Fresh,349.46,81.45,0.85,69.23,10.0,79.23,22.67
TXN-2023-003541,CUST-123,SMB,Fresh,118.65,81.45,0.85,69.23,10.0,79.23,66.78
TXN-2023-003542,CUST-123,SMB,Fresh,83.64,81.45,0.85,69.23,10.0,79.23,94.73
TXN-2023-003543,CUST-123,SMB,Fresh,136.99,81.45,0.85,69.23,10.0,79.23,57.84
TXN-2023-003544,CUST-123,SMB,Frozen,221.06,81.45,0.85,69.23,0.0,69.23,31.32
TXN-2023-003545,CUST-123,SMB,Frozen,869.26,81.45,0.85,69.23,0.0,69.23,7.96
TXN-2023-003546,CUST-123,SMB,Fresh,864.68,81.45,0.85,69.23,10.0,79.23,9.16
TXN-2023-003547,CUST-123,SMB,Fresh,199.63,81.45,0.85,69.23,10.0,79.23,39.69
TXN-2023-003548,CUST-123,SMB,Grocery,530.09,81.45,0.85,69.23,-5.0,64.23,12.12
TXN-2023-003549,CUST-124,Mid-Market,Milk,1730.05,81.45,1.1,89.59,5.0,94.59,5.47
TXN-2023-003550,CUST-124,Mid-Market,Fresh,853.08,81.45,1.1,89.59,10.0,99.59,11.67
TXN-2023-003551,CUST-124,Mid-Market,Fresh,1382.86,81.45,1.1,89.59,10.0,99.59,7.2
TXN-2023-003552,CUST-124,Mid-Market,Fresh,3172.26,81.45,1.1,89.59,10.0,99.59,3.14
TXN-2023-003553,CUST-124,Mid-Market,Milk,1258.81,81.45,1.1,89.59,5.0,94.59,7.51
TXN-2023-003554,CUST-124,Mid-Market,Fresh,2937.07,81.45,1.1,89.59,10.0,99.59,3.39
TXN-2023-003555,CUST-124,Mid-Market,Milk,1768.34,81.45,1.1,89.59,5.0,94.59,5.35
TXN-2023-003556,CUST-124,Mid-Market,Milk,2342.69,81.45,1.1,89.59,5.0,94.59,4.04
TXN-2023-003557,CUST-124,Mid-Market,Fresh,3808.8,81.45,1.1,89.59,10.0,99.59,2.61
TXN-2023-003558,CUST-124,Mid-Market,Milk,1190.56,81.45,1.1,89.59,5.0,94.59,7.95
TXN-2023-003559,CUST-124,Mid-Market,Grocery,1920.08,81.45,1.1,89.59,-5.0,84.59,4.41
TXN-2023-003560,CUST-124,Mid-Market,Milk,2702.81,81.45,1.1,89.59,5.0,94.59,3.5
TXN-2023-003561,CUST-124,Mid-Market,DetergentsPaper,2339.55,81.45,1.1,89.59,-5.0,84.59,3.62
TXN-2023-003562,CUST-124,Mid-Market,Grocery,1309.9,81.45,1.1,89.59,-5.0,84.59,6.46
TXN-2023-003563,CUST-124,Mid-Market,Fresh,3685.73,81.45,1.1,89.59,10.0,99.59,2.7
TXN-2023-003564,CUST-124,Mid-Market,Grocery,2663.43,81.45,1.1,89.59,-5.0,84.59,3.18
TXN-2023-003565,CUST-125,Mid-Market,DetergentsPaper,865.74,81.45,1.1,89.59,-5.0,84.59,9.77
TXN-2023-003566,CUST-125,Mid-Market,Fresh,2392.96,81.45,1.1,89.59,10.0,99.59,4.16
TXN-2023-003567,CUST-125,Mid-Market,Grocery,802.15,81.45,1.1,89.59,-5.0,84.59,10.55
TXN-2023-003568,CUST-125,Mid-Market,Fresh,780.03,81.45,1.1,89.59,10.0,99.59,12.77
TXN-2023-003569,CUST-125,Mid-Market,Grocery,1348.14,81.45,1.1,89.59,-5.0,84.59,6.27
TXN-2023-003570,CUST-125,Mid-Market,Frozen,518.78,81.45,1.1,89.59,0.0,89.59,17.27
TXN-2023-003571,CUST-125,Mid-Market,Fresh,506.55,81.45,1.1,89.59,10.0,99.59,19.66
TXN-2023-003572,CUST-125,Mid-Market,Fresh,2275.4,81.45,1.1,89.59,10.0,99.59,4.38
TXN-2023-003573,CUST-125,Mid-Market,Fresh,1059.26,81.45,1.1,89.59,10.0,99.59,9.4
TXN-2023-003574,CUST-125,Mid-Market,Frozen,932.25,81.45,1.1,89.59,0.0,89.59,9.61
TXN-2023-003575,CUST-125,Mid-Market,Fresh,1322.64,81.45,1.1,89.59,10.0,99.59,7.53
TXN-2023-003576,CUST-125,Mid-Market,Grocery,1486.01,81.45,1.1,89.59,-5.0,84.59,5.69
TXN-2023-003577,CUST-125,Mid-Market,Fresh,1037.67,81.45,1.1,89.59,10.0,99.59,9.6
TXN-2023-003578,CUST-125,Mid-Market,Fresh,1577.27,81.45,1.1,89.59,10.0,99.59,6.31
TXN-2023-003579,CUST-125,Mid-Market,Fresh,1106.15,81.45,1.1,89.59,10.0,99.59,9.0
TXN-2023-003580,CUST-125,Mid-Market,Fresh,914.51,81.45,1.1,89.59,10.0,99.59,10.89
TXN-2023-003581,CUST-125,Mid-Market,Fresh,2108.24,81.45,1.1,89.59,10.0,99.59,4.72
TXN-2023-003582,CUST-125,Mid-Market,Fresh,1569.05,81.45,1.1,89.59,10.0,99.59,6.35
TXN-2023-003583,CUST-125,Mid-Market,Fresh,880.14,81.45,1.1,89.59,10.0,99.59,11.32
TXN-2023-003584,CUST-125,Mid-Market,Fresh,1250.9,81.45,1.1,89.59,10.0,99.59,7.96
TXN-2023-003585,CUST-125,Mid-Market,Fresh,1517.19,81.45,1.1,89.59,10.0,99.59,6.56
TXN-2023-003586,CUST-125,Mid-Market,Fresh,833.8,81.45,1.1,89.59,10.0,99.59,11.94
TXN-2023-003587,CUST-125,Mid-Market,Fresh,1845.06,81.45,1.1,89.59,10.0,99.59,5.4
TXN-2023-003588,CUST-125,Mid-Market,Fresh,1429.3,81.45,1.1,89.59,10.0,99.59,6.97
TXN-2023-003589,CUST-125,Mid-Market,Delicatessen,1739.83,81.45,1.1,89.59,8.0,97.59,5.61
TXN-2023-003590,CUST-125,Mid-Market,Fresh,898.11,81.45,1.1,89.59,10.0,99.59,11.09
TXN-2023-003591,CUST-125,Mid-Market,Frozen,2751.48,81.45,1.1,89.59,0.0,89.59,3.26
TXN-2023-003592,CUST-125,Mid-Market,Fresh,1187.51,81.45,1.1,89.59,10.0,99.59,8.39
TXN-2023-003593,CUST-125,Mid-Market,Fresh,1940.6,81.45,1.1,89.59,10.0,99.59,5.13
TXN-2023-003594,CUST-125,Mid-Market,Fresh,1426.0,81.45,1.1,89.59,10.0,99.59,6.98
TXN-2023-003595,CUST-125,Mid-Market,Fresh,4671.27,81.45,1.1,89.59,10.0,99.59,2.13
TXN-2023-003596,CUST-125,Mid-Market,Fresh,1545.1,81.45,1.1,89.59,10.0,99.59,6.45
TXN-2023-003597,CUST-125,Mid-Market,Fresh,1041.89,81.45,1.1,89.59,10.0,99.59,9.56
TXN-2023-003598,CUST-126,Enterprise,Fresh,1337.78,81.45,1.4,114.03,10.0,124.03,9.27
TXN-2023-003599,CUST-126,Enterprise,Fresh,12301.73,81.45,1.4,114.03,10.0,124.03,1.01
TXN-2023-003600,CUST-126,Enterprise,Fresh,4991.29,81.45,1.4,114.03,10.0,124.03,2.48
TXN-2023-003601,CUST-126,Enterprise,Fresh,3480.55,81.45,1.4,114.03,10.0,124.03,3.56
TXN-2023-003602,CUST-126,Enterprise,Fresh,2245.28,81.45,1.4,114.03,10.0,124.03,5.52
TXN-2023-003603,CUST-126,Enterprise,Fresh,5526.96,81.45,1.4,114.03,10.0,124.03,2.24
TXN-2023-003604,CUST-126,Enterprise,Fresh,2491.3,81.45,1.4,114.03,10.0,124.03,4.98
TXN-2023-003605,CUST-126,Enterprise,Grocery,2585.2,81.45,1.4,114.03,-5.0,109.03,4.22
TXN-2023-003606,CUST-126,Enterprise,Fresh,3515.96,81.45,1.4,114.03,10.0,124.03,3.53
TXN-2023-003607,CUST-126,Enterprise,Fresh,2074.01,81.45,1.4,114.03,10.0,124.03,5.98
TXN-2023-003608,CUST-126,Enterprise,Frozen,1858.69,81.45,1.4,114.03,0.0,114.03,6.13
TXN-2023-003609,CUST-126,Enterprise,Frozen,2196.57,81.45,1.4,114.03,0.0,114.03,5.19
TXN-2023-003610,CUST-126,Enterprise,Fresh,2709.93,81.45,1.4,114.03,10.0,124.03,4.58
TXN-2023-003611,CUST-126,Enterprise,Fresh,3825.38,81.45,1.4,114.03,10.0,124.03,3.24
TXN-2023-003612,CUST-126,Enterprise,Frozen,4519.77,81.45,1.4,114.03,0.0,114.03,2.52
TXN-2023-003613,CUST-126,Enterprise,Fresh,1023.98,81.45,1.4,114.03,10.0,124.03,12.11
TXN-2023-003614,CUST-126,Enterprise,Fresh,3767.32,81.45,1.4,114.03,10.0,124.03,3.29
TXN-2023-003615,CUST-126,Enterprise,Fresh,2820.21,81.45,1.4,114.03,10.0,124.03,4.4
TXN-2023-003616,CUST-126,Enterprise,Fresh,2319.71,81.45,1.4,114.03,10.0,124.03,5.35
TXN-2023-003617,CUST-126,Enterprise,Fresh,1715.24,81.45,1.4,114.03,10.0,124.03,7.23
TXN-2023-003618,CUST-126,Enterprise,Frozen,4335.32,81.45,1.4,114.03,0.0,114.03,2.63
TXN-2023-003619,CUST-126,Enterprise,Fresh,2596.35,81.45,1.4,114.03,10.0,124.03,4.78
TXN-2023-003620,CUST-126,Enterprise,Fresh,2509.07,81.45,1.4,114.03,10.0,124.03,4.94
TXN-2023-003621,CUST-126,Enterprise,Fresh,2596.64,81.45,1.4,114.03,10.0,124.03,4.78
TXN-2023-003622,CUST-126,Enterprise,Fresh,2674.84,81.45,1.4,114.03,10.0,124.03,4.64
TXN-2023-003623,CUST-126,Enterprise,Fresh,4124.17,81.45,1.4,114.03,10.0,124.03,3.01
TXN-2023-003624,CUST-126,Enterprise,Fresh,2352.64,81.45,1.4,114.03,10.0,124.03,5.27
TXN-2023-003625,CUST-126,Enterprise,Frozen,2201.87,81.45,1.4,114.03,0.0,114.03,5.18
TXN-2023-003626,CUST-126,Enterprise,Fresh,3383.8,81.45,1.4,114.03,10.0,124.03,3.67
TXN-2023-003627,CUST-126,Enterprise,Fresh,1915.42,81.45,1.4,114.03,10.0,124.03,6.48
TXN-2023-003628,CUST-126,Enterprise,Frozen,3726.64,81.45,1.4,114.03,0.0,114.03,3.06
TXN-2023-003629,CUST-126,Enterprise,Fresh,1842.22,81.45,1.4,114.03,10.0,124.03,6.73
TXN-2023-003630,CUST-126,Enterprise,Fresh,3480.13,81.45,1.4,114.03,10.0,124.03,3.56
TXN-2023-003631,CUST-127,Mid-Market,Fresh,289.88,81.45,1.1,89.59,10.0,99.59,34.36
TXN-2023-003632,CUST-127,Mid-Market,Milk,314.19,81.45,1.1,89.59,5.0,94.59,30.11
TXN-2023-003633,CUST-127,Mid-Market,Fresh,716.13,81.45,1.1,89.59,10.0,99.59,13.91
TXN-2023-003634,CUST-127,Mid-Market,Frozen,628.53,81.45,1.1,89.59,0.0,89.59,14.25
TXN-2023-003635,CUST-127,Mid-Market,Fresh,722.04,81.45,1.1,89.59,10.0,99.59,13.79
TXN-2023-003636,CUST-127,Mid-Market,Frozen,1296.27,81.45,1.1,89.59,0.0,89.59,6.91
TXN-2023-003637,CUST-127,Mid-Market,Frozen,990.97,81.45,1.1,89.59,0.0,89.59,9.04
TXN-2023-003638,CUST-127,Mid-Market,Fresh,667.5,81.45,1.1,89.59,10.0,99.59,14.92
TXN-2023-003639,CUST-127,Mid-Market,Frozen,712.06,81.45,1.1,89.59,0.0,89.59,12.58
TXN-2023-003640,CUST-127,Mid-Market,Grocery,317.41,81.45,1.1,89.59,-5.0,84.59,26.65
