TransactionID,CustomerID,TransactionDate,OrderMonth,OrderDayOfWeek,ProductCategory,TransactionAmount,Quantity,NumberOfLineItems,IsStandardOrder,IsUrgent,CustomerServiceInteractionRequired,OrderIntensityLevel,ServiceCostMultiplier
TXN-2023-004230,CUST-141,2023-08-25,8,Friday,Fresh,1649.2,65,1,False,True,False,High,1.8
TXN-2023-004231,CUST-141,2023-08-04,8,Friday,Fresh,1943.51,77,4,True,False,False,Low,1.0
TXN-2023-004232,CUST-141,2023-09-18,9,Monday,Fresh,658.0,26,2,False,False,False,Medium,1.5
TXN-2023-004233,CUST-141,2023-09-07,9,Thursday,Fresh,1096.94,43,1,True,False,False,Low,1.0
TXN-2023-004234,CUST-141,2023-09-28,9,Thursday,Fresh,314.16,12,5,True,False,False,Low,1.0
TXN-2023-004235,CUST-141,2023-09-11,9,Monday,Fresh,676.36,27,1,True,False,False,Low,1.0
TXN-2023-004236,CUST-141,2023-10-07,10,Saturday,Milk,1527.57,61,2,False,False,False,Medium,1.5
TXN-2023-004237,CUST-141,2023-10-21,10,Saturday,Fresh,426.3,17,2,True,False,False,Low,1.0
TXN-2023-004238,CUST-141,2023-11-26,11,Sunday,Fresh,952.11,38,5,False,False,False,Medium,1.5
TXN-2023-004239,CUST-141,2023-11-12,11,Sunday,Fresh,1360.25,54,2,False,True,False,High,1.8
TXN-2023-004240,CUST-141,2023-12-04,12,Monday,Grocery,251.59,10,1,True,True,False,Medium,1.3
TXN-2023-004241,CUST-141,2023-12-17,12,Sunday,Fresh,547.38,21,4,True,False,False,Low,1.0
TXN-2023-004242,CUST-142,2023-01-16,1,Monday,Milk,3626.11,145,5,True,False,False,Low,1.0
TXN-2023-004243,CUST-142,2023-01-06,1,Friday,Fresh,415.87,16,3,False,True,False,High,1.8
TXN-2023-004244,CUST-142,2023-02-14,2,Tuesday,Fresh,1748.8,69,1,False,False,False,Medium,1.5
TXN-2023-004245,CUST-142,2023-02-17,2,Friday,Fresh,1431.69,57,3,True,False,False,Low,1.0
TXN-2023-004246,CUST-142,2023-02-19,2,Sunday,Milk,716.49,28,5,False,False,True,High,1.8
TXN-2023-004247,CUST-142,2023-02-26,2,Sunday,Fresh,913.56,36,5,False,False,False,Medium,1.5
TXN-2023-004248,CUST-142,2023-03-23,3,Thursday,Fresh,2268.79,90,1,True,False,False,Low,1.0
TXN-2023-004249,CUST-142,2023-03-18,3,Saturday,Fresh,978.48,39,3,True,False,False,Low,1.0
TXN-2023-004250,CUST-142,2023-03-19,3,Sunday,Fresh,1545.39,61,3,True,False,False,Low,1.0
TXN-2023-004251,CUST-142,2023-03-21,3,Tuesday,Grocery,1619.52,64,4,True,False,False,Low,1.0
TXN-2023-004252,CUST-142,2023-04-16,4,Sunday,Fresh,2198.21,87,5,False,False,False,Medium,1.5
TXN-2023-004253,CUST-142,2023-04-10,4,Monday,Fresh,1001.84,40,4,False,False,False,Medium,1.5
TXN-2023-004254,CUST-142,2023-05-05,5,Friday,Fresh,1835.09,73,3,True,False,False,Low,1.0
TXN-2023-004255,CUST-142,2023-05-27,5,Saturday,Fresh,891.17,35,1,True,True,True,High,1.56
TXN-2023-004256,CUST-142,2023-06-21,6,Wednesday,Fresh,2043.0,81,5,True,False,False,Low,1.0
TXN-2023-004257,CUST-142,2023-06-25,6,Sunday,Fresh,689.23,27,5,True,False,False,Low,1.0
TXN-2023-004258,CUST-142,2023-07-09,7,Sunday,Frozen,1518.19,60,1,True,False,False,Low,1.0
TXN-2023-004259,CUST-142,2023-07-28,7,Friday,Fresh,1036.14,41,5,True,False,False,Low,1.0
TXN-2023-004260,CUST-142,2023-08-18,8,Friday,Milk,2279.14,91,1,True,False,False,Low,1.0
TXN-2023-004261,CUST-142,2023-08-11,8,Friday,Fresh,1265.69,50,1,False,False,False,Medium,1.5
TXN-2023-004262,CUST-142,2023-09-10,9,Sunday,Fresh,2180.06,87,2,True,False,False,Low,1.0
TXN-2023-004263,CUST-142,2023-09-11,9,Monday,Fresh,852.09,34,1,True,False,False,Low,1.0
TXN-2023-004264,CUST-142,2023-10-16,10,Monday,Fresh,1560.25,62,5,False,False,False,Medium,1.5
TXN-2023-004265,CUST-142,2023-10-21,10,Saturday,Fresh,2162.87,86,4,True,True,False,Medium,1.3
TXN-2023-004266,CUST-142,2023-10-08,10,Sunday,Milk,793.46,31,5,False,False,False,Medium,1.5
TXN-2023-004267,CUST-142,2023-11-23,11,Thursday,Milk,815.98,32,2,False,True,False,High,1.8
TXN-2023-004268,CUST-142,2023-11-08,11,Wednesday,Fresh,2682.11,107,3,True,False,False,Low,1.0
TXN-2023-004269,CUST-142,2023-11-07,11,Tuesday,Milk,926.12,37,2,True,True,False,Medium,1.3
TXN-2023-004270,CUST-142,2023-12-24,12,Sunday,Milk,1490.81,59,5,False,False,False,Medium,1.5
TXN-2023-004271,CUST-142,2023-12-13,12,Wednesday,Fresh,2581.42,103,2,True,False,False,Low,1.0
TXN-2023-004272,CUST-142,2023-12-01,12,Friday,Fresh,1749.31,69,5,False,False,False,Medium,1.5
TXN-2023-004273,CUST-142,2023-12-02,12,Saturday,Fresh,2825.14,113,1,True,False,False,Low,1.0
TXN-2023-004274,CUST-143,2023-01-05,1,Thursday,Fresh,706.56,28,5,True,True,False,Medium,1.3
TXN-2023-004275,CUST-143,2023-01-24,1,Tuesday,Fresh,835.09,33,3,True,True,False,Medium,1.3
TXN-2023-004276,CUST-143,2023-01-26,1,Thursday,Fresh,2383.86,95,1,True,False,False,Low,1.0
TXN-2023-004277,CUST-143,2023-02-12,2,Sunday,Grocery,1390.8,55,2,True,False,False,Low,1.0
TXN-2023-004278,CUST-143,2023-02-15,2,Wednesday,Grocery,576.43,23,5,True,False,False,Low,1.0
TXN-2023-004279,CUST-143,2023-02-22,2,Wednesday,Fresh,767.51,30,3,True,False,False,Low,1.0
TXN-2023-004280,CUST-143,2023-03-02,3,Thursday,Fresh,2370.02,94,5,True,False,False,Low,1.0
TXN-2023-004281,CUST-143,2023-03-02,3,Thursday,Milk,1282.81,51,5,False,False,False,Medium,1.5
TXN-2023-004282,CUST-143,2023-03-28,3,Tuesday,Milk,453.13,18,2,True,False,False,Low,1.0
TXN-2023-004283,CUST-143,2023-03-23,3,Thursday,Fresh,1620.69,64,4,False,False,False,Medium,1.5
TXN-2023-004284,CUST-143,2023-04-09,4,Sunday,Frozen,1602.08,64,5,True,False,False,Low,1.0
TXN-2023-004285,CUST-143,2023-04-07,4,Friday,Fresh,709.93,28,1,True,False,False,Low,1.0
TXN-2023-004286,CUST-143,2023-04-18,4,Tuesday,Fresh,2021.2,80,5,False,False,False,Medium,1.5
TXN-2023-004287,CUST-143,2023-05-06,5,Saturday,Frozen,902.99,36,2,True,False,False,Low,1.0
TXN-2023-004288,CUST-143,2023-05-12,5,Friday,Fresh,943.11,37,4,True,False,False,Low,1.0
TXN-2023-004289,CUST-143,2023-05-25,5,Thursday,Fresh,3493.07,139,3,False,True,False,High,1.8
TXN-2023-004290,CUST-143,2023-06-26,6,Monday,Fresh,1716.97,68,5,True,False,False,Low,1.0
TXN-2023-004291,CUST-143,2023-06-22,6,Thursday,Fresh,730.83,29,1,True,False,False,Low,1.0
TXN-2023-004292,CUST-143,2023-06-04,6,Sunday,Fresh,1302.35,52,1,False,False,False,Medium,1.5
TXN-2023-004293,CUST-143,2023-06-07,6,Wednesday,Grocery,706.23,28,5,True,False,False,Low,1.0
TXN-2023-004294,CUST-143,2023-07-05,7,Wednesday,Grocery,1335.88,53,4,False,False,False,Medium,1.5
TXN-2023-004295,CUST-143,2023-07-16,7,Sunday,Grocery,1761.43,70,5,True,False,False,Low,1.0
TXN-2023-004296,CUST-143,2023-07-18,7,Tuesday,Fresh,2975.56,119,2,False,True,False,High,1.8
TXN-2023-004297,CUST-143,2023-07-21,7,Friday,Fresh,800.22,32,5,False,False,False,Medium,1.5
TXN-2023-004298,CUST-143,2023-08-12,8,Saturday,Fresh,982.64,39,5,True,True,False,Medium,1.3
TXN-2023-004299,CUST-143,2023-08-17,8,Thursday,Grocery,826.61,33,3,True,False,False,Low,1.0
TXN-2023-004300,CUST-143,2023-08-06,8,Sunday,Fresh,707.53,28,3,True,False,False,Low,1.0
TXN-2023-004301,CUST-143,2023-08-01,8,Tuesday,Fresh,701.58,28,3,True,False,True,Medium,1.2
TXN-2023-004302,CUST-143,2023-09-06,9,Wednesday,Grocery,1372.64,54,3,True,False,False,Low,1.0
TXN-2023-004303,CUST-143,2023-09-24,9,Sunday,Grocery,2695.28,107,3,False,False,False,Medium,1.5
TXN-2023-004304,CUST-143,2023-09-06,9,Wednesday,Fresh,846.61,33,2,False,False,False,Medium,1.5
TXN-2023-004305,CUST-143,2023-10-12,10,Thursday,Fresh,790.8,31,5,True,False,False,Low,1.0
TXN-2023-004306,CUST-143,2023-10-17,10,Tuesday,Fresh,1187.19,47,3,True,False,False,Low,1.0
TXN-2023-004307,CUST-143,2023-10-20,10,Friday,Fresh,828.37,33,2,False,False,False,Medium,1.5
TXN-2023-004308,CUST-143,2023-10-05,10,Thursday,Fresh,723.9,28,3,True,False,False,Low,1.0
TXN-2023-004309,CUST-143,2023-11-14,11,Tuesday,Fresh,1395.83,55,1,False,False,False,Medium,1.5
TXN-2023-004310,CUST-143,2023-11-25,11,Saturday,Milk,1769.14,70,5,True,False,False,Low,1.0
TXN-2023-004311,CUST-143,2023-12-25,12,Monday,Fresh,1275.51,51,3,True,False,True,Medium,1.2
TXN-2023-004312,CUST-143,2023-12-01,12,Friday,Grocery,1870.84,74,3,False,False,False,Medium,1.5
TXN-2023-004313,CUST-143,2023-12-23,12,Saturday,Frozen,1305.28,52,3,True,False,False,Low,1.0
TXN-2023-004314,CUST-143,2023-12-16,12,Saturday,Fresh,2790.5,111,4,True,False,False,Low,1.0
TXN-2023-004315,CUST-144,2023-01-20,1,Friday,Fresh,363.24,14,3,False,False,False,Medium,1.5
TXN-2023-004316,CUST-144,2023-01-22,1,Sunday,Frozen,592.59,23,3,True,False,False,Low,1.0
TXN-2023-004317,CUST-144,2023-02-23,2,Thursday,Fresh,783.33,31,2,False,False,False,Medium,1.5
TXN-2023-004318,CUST-144,2023-02-17,2,Friday,Frozen,553.81,22,5,False,False,False,Medium,1.5
TXN-2023-004319,CUST-144,2023-02-13,2,Monday,Frozen,416.74,16,2,False,False,False,Medium,1.5
TXN-2023-004320,CUST-144,2023-03-18,3,Saturday,Fresh,707.21,28,3,False,False,False,Medium,1.5
TXN-2023-004321,CUST-144,2023-03-25,3,Saturday,Fresh,274.16,10,5,False,False,False,Medium,1.5
TXN-2023-004322,CUST-144,2023-03-08,3,Wednesday,Frozen,310.79,12,5,False,False,False,Medium,1.5
TXN-2023-004323,CUST-144,2023-03-20,3,Monday,Fresh,197.0,7,4,False,False,False,Medium,1.5
TXN-2023-004324,CUST-144,2023-04-09,4,Sunday,Fresh,311.89,12,3,True,False,False,Low,1.0
TXN-2023-004325,CUST-144,2023-04-04,4,Tuesday,Frozen,865.93,34,4,False,False,True,High,1.8
TXN-2023-004326,CUST-144,2023-04-06,4,Thursday,Fresh,878.13,35,5,False,False,True,High,1.8
TXN-2023-004327,CUST-144,2023-04-03,4,Monday,Fresh,1550.6,62,3,False,False,True,High,1.8
TXN-2023-004328,CUST-144,2023-05-02,5,Tuesday,Fresh,583.81,23,5,False,False,False,Medium,1.5
TXN-2023-004329,CUST-144,2023-05-21,5,Sunday,Fresh,1244.83,49,4,False,False,False,Medium,1.5
TXN-2023-004330,CUST-144,2023-06-22,6,Thursday,Fresh,365.4,14,4,True,False,False,Low,1.0
TXN-2023-004331,CUST-144,2023-06-09,6,Friday,DetergentsPaper,613.42,24,3,False,False,False,Medium,1.5
TXN-2023-004332,CUST-144,2023-06-23,6,Friday,Frozen,488.67,19,1,True,False,False,Low,1.0
TXN-2023-004333,CUST-144,2023-07-26,7,Wednesday,Fresh,1116.69,44,1,True,False,False,Low,1.0
TXN-2023-004334,CUST-144,2023-07-22,7,Saturday,Fresh,604.32,24,4,True,False,False,Low,1.0
TXN-2023-004335,CUST-144,2023-07-27,7,Thursday,Fresh,324.56,12,1,True,False,False,Low,1.0
TXN-2023-004336,CUST-144,2023-08-15,8,Tuesday,Frozen,625.67,25,2,True,False,False,Low,1.0
TXN-2023-004337,CUST-144,2023-08-07,8,Monday,Fresh,615.21,24,4,True,False,False,Low,1.0
TXN-2023-004338,CUST-144,2023-08-09,8,Wednesday,Grocery,805.09,32,3,False,False,False,Medium,1.5
TXN-2023-004339,CUST-144,2023-08-01,8,Tuesday,Milk,627.22,25,3,False,True,False,High,1.8
TXN-2023-004340,CUST-144,2023-09-05,9,Tuesday,Fresh,315.04,12,2,True,False,False,Low,1.0
TXN-2023-004341,CUST-144,2023-09-18,9,Monday,Fresh,1137.33,45,5,True,False,False,Low,1.0
TXN-2023-004342,CUST-144,2023-10-23,10,Monday,Fresh,690.84,27,5,True,True,False,Medium,1.3
TXN-2023-004343,CUST-144,2023-10-09,10,Monday,Frozen,220.18,8,2,True,True,False,Medium,1.3
TXN-2023-004344,CUST-144,2023-10-06,10,Friday,Fresh,508.59,20,2,False,False,False,Medium,1.5
TXN-2023-004345,CUST-144,2023-10-24,10,Tuesday,Fresh,565.32,22,3,True,False,False,Low,1.0
TXN-2023-004346,CUST-144,2023-11-06,11,Monday,Frozen,489.91,19,1,True,False,False,Low,1.0
TXN-2023-004347,CUST-144,2023-11-23,11,Thursday,Milk,336.12,13,5,False,False,False,Medium,1.5
TXN-2023-004348,CUST-144,2023-11-10,11,Friday,Frozen,469.96,18,5,True,True,False,Medium,1.3
TXN-2023-004349,CUST-144,2023-11-12,11,Sunday,Frozen,780.64,31,1,True,False,False,Low,1.0
TXN-2023-004350,CUST-144,2023-12-25,12,Monday,Fresh,218.56,8,3,True,False,False,Low,1.0
TXN-2023-004351,CUST-144,2023-12-11,12,Monday,Frozen,253.07,10,5,True,False,False,Low,1.0
TXN-2023-004352,CUST-144,2023-12-06,12,Wednesday,Fresh,433.11,17,1,True,False,False,Low,1.0
TXN-2023-004353,CUST-145,2023-01-05,1,Thursday,Fresh,341.77,13,3,False,False,False,Medium,1.5
TXN-2023-004354,CUST-145,2023-01-03,1,Tuesday,DetergentsPaper,530.96,21,5,True,False,True,Medium,1.2
TXN-2023-004355,CUST-145,2023-02-23,2,Thursday,Milk,802.63,32,5,False,False,False,Medium,1.5
TXN-2023-004356,CUST-145,2023-02-04,2,Saturday,Fresh,467.32,18,3,True,False,True,Medium,1.2
TXN-2023-004357,CUST-145,2023-03-09,3,Thursday,Fresh,893.85,35,1,True,False,False,Low,1.0
TXN-2023-004358,CUST-145,2023-03-05,3,Sunday,Fresh,359.19,14,5,False,False,False,Medium,1.5
TXN-2023-004359,CUST-145,2023-04-02,4,Sunday,Milk,538.13,21,4,False,False,False,Medium,1.5
TXN-2023-004360,CUST-145,2023-04-15,4,Saturday,Fresh,642.22,25,4,True,False,False,Low,1.0
TXN-2023-004361,CUST-145,2023-05-20,5,Saturday,Grocery,408.16,16,2,True,True,False,Medium,1.3
TXN-2023-004362,CUST-145,2023-05-04,5,Thursday,Fresh,1232.36,49,5,False,False,False,Medium,1.5
TXN-2023-004363,CUST-145,2023-05-02,5,Tuesday,Fresh,1144.11,45,2,True,False,False,Low,1.0
TXN-2023-004364,CUST-145,2023-05-03,5,Wednesday,Fresh,666.96,26,5,True,True,False,Medium,1.3
TXN-2023-004365,CUST-145,2023-06-18,6,Sunday,Fresh,533.61,21,3,True,True,False,Medium,1.3
TXN-2023-004366,CUST-145,2023-06-24,6,Saturday,Fresh,345.7,13,4,True,True,False,Medium,1.3
TXN-2023-004367,CUST-145,2023-07-16,7,Sunday,Milk,833.75,33,4,True,False,False,Low,1.0
TXN-2023-004368,CUST-145,2023-07-06,7,Thursday,Fresh,500.31,20,5,True,False,True,Medium,1.2
TXN-2023-004369,CUST-145,2023-07-18,7,Tuesday,Grocery,768.89,30,5,True,False,False,Low,1.0
TXN-2023-004370,CUST-145,2023-08-05,8,Saturday,Fresh,697.58,27,1,True,False,False,Low,1.0
TXN-2023-004371,CUST-145,2023-08-02,8,Wednesday,Milk,1517.22,60,4,False,False,False,Medium,1.5
TXN-2023-004372,CUST-145,2023-08-18,8,Friday,Fresh,1224.71,48,2,True,False,False,Low,1.0
TXN-2023-004373,CUST-145,2023-08-21,8,Monday,Fresh,764.48,30,3,True,False,False,Low,1.0
TXN-2023-004374,CUST-145,2023-09-06,9,Wednesday,Fresh,305.65,12,3,True,False,False,Low,1.0
TXN-2023-004375,CUST-145,2023-09-22,9,Friday,Fresh,1005.02,40,5,True,False,False,Low,1.0
TXN-2023-004376,CUST-145,2023-09-24,9,Sunday,Fresh,507.0,20,1,True,False,True,Medium,1.2
TXN-2023-004377,CUST-145,2023-09-25,9,Monday,Fresh,446.25,17,3,False,True,False,High,1.8
TXN-2023-004378,CUST-145,2023-10-25,10,Wednesday,Fresh,552.45,22,4,True,False,False,Low,1.0
TXN-2023-004379,CUST-145,2023-10-19,10,Thursday,Milk,763.96,30,5,True,False,False,Low,1.0
TXN-2023-004380,CUST-145,2023-10-13,10,Friday,Fresh,704.75,28,5,True,False,False,Low,1.0
TXN-2023-004381,CUST-145,2023-10-01,10,Sunday,Fresh,705.72,28,3,False,False,False,Medium,1.5
TXN-2023-004382,CUST-145,2023-11-04,11,Saturday,Fresh,557.43,22,3,True,False,False,Low,1.0
TXN-2023-004383,CUST-145,2023-11-24,11,Friday,Fresh,981.67,39,1,False,True,False,High,1.8
TXN-2023-004384,CUST-145,2023-11-04,11,Saturday,Fresh,1019.44,40,2,True,False,True,Medium,1.2
TXN-2023-004385,CUST-145,2023-12-04,12,Monday,Fresh,1294.81,51,5,True,False,False,Low,1.0
TXN-2023-004386,CUST-145,2023-12-03,12,Sunday,Milk,352.84,14,2,True,False,False,Low,1.0
TXN-2023-004387,CUST-145,2023-12-25,12,Monday,Fresh,916.09,36,4,True,False,True,Medium,1.2
TXN-2023-004388,CUST-146,2023-01-10,1,Tuesday,Milk,3109.38,124,4,True,False,False,Low,1.0
TXN-2023-004389,CUST-146,2023-02-16,2,Thursday,Fresh,12661.2,506,5,True,True,False,Medium,1.3
TXN-2023-004390,CUST-146,2023-03-25,3,Saturday,Milk,1356.72,54,4,True,False,False,Low,1.0
TXN-2023-004391,CUST-146,2023-04-02,4,Sunday,Milk,3608.33,144,1,True,False,False,Low,1.0
TXN-2023-004392,CUST-146,2023-05-28,5,Sunday,Grocery,5658.42,226,4,True,False,False,Low,1.0
TXN-2023-004393,CUST-146,2023-06-26,6,Monday,DetergentsPaper,3833.79,153,5,True,False,True,Medium,1.2
TXN-2023-004394,CUST-146,2023-07-15,7,Saturday,Grocery,12661.2,506,1,True,False,True,Medium,1.2
TXN-2023-004395,CUST-146,2023-08-25,8,Friday,Milk,5869.19,234,5,True,False,False,Low,1.0
TXN-2023-004396,CUST-146,2023-09-26,9,Tuesday,Grocery,10712.14,428,4,True,False,False,Low,1.0
TXN-2023-004397,CUST-146,2023-10-03,10,Tuesday,Grocery,8063.21,322,2,True,False,False,Low,1.0
TXN-2023-004398,CUST-146,2023-11-06,11,Monday,Grocery,10977.07,439,4,True,False,False,Low,1.0
TXN-2023-004399,CUST-146,2023-12-24,12,Sunday,Fresh,3767.36,150,4,True,False,False,Low,1.0
TXN-2023-004400,CUST-147,2023-01-09,1,Monday,Fresh,227.02,9,3,True,False,False,Low,1.0
TXN-2023-004401,CUST-147,2023-01-09,1,Monday,Grocery,536.66,21,2,False,False,False,Medium,1.5
TXN-2023-004402,CUST-147,2023-01-18,1,Wednesday,Fresh,144.73,5,4,False,True,False,High,1.8
TXN-2023-004403,CUST-147,2023-02-01,2,Wednesday,Grocery,184.05,7,1,False,False,False,Medium,1.5
TXN-2023-004404,CUST-147,2023-02-20,2,Monday,Frozen,212.5,8,1,True,False,False,Low,1.0
TXN-2023-004405,CUST-147,2023-02-15,2,Wednesday,Milk,199.88,7,3,True,False,False,Low,1.0
TXN-2023-004406,CUST-147,2023-02-09,2,Thursday,Milk,548.85,21,1,True,False,False,Low,1.0
TXN-2023-004407,CUST-147,2023-03-11,3,Saturday,Fresh,259.56,10,1,True,False,False,Low,1.0
TXN-2023-004408,CUST-147,2023-03-10,3,Friday,Fresh,488.65,19,3,True,False,True,Medium,1.2
TXN-2023-004409,CUST-147,2023-03-09,3,Thursday,Frozen,162.12,6,4,True,False,False,Low,1.0
TXN-2023-004410,CUST-147,2023-03-21,3,Tuesday,Milk,413.75,16,1,True,False,False,Low,1.0
TXN-2023-004411,CUST-147,2023-03-05,3,Sunday,Fresh,207.97,8,1,True,False,False,Low,1.0
TXN-2023-004412,CUST-147,2023-04-19,4,Wednesday,Fresh,74.28,2,2,False,True,False,High,1.8
TXN-2023-004413,CUST-147,2023-04-27,4,Thursday,Grocery,628.13,25,1,False,False,False,Medium,1.5
TXN-2023-004414,CUST-147,2023-04-19,4,Wednesday,Fresh,279.13,11,5,False,False,False,Medium,1.5
TXN-2023-004415,CUST-147,2023-04-26,4,Wednesday,Grocery,334.32,13,1,False,False,False,Medium,1.5
TXN-2023-004416,CUST-147,2023-05-14,5,Sunday,Fresh,133.4,5,5,True,False,False,Low,1.0
TXN-2023-004417,CUST-147,2023-05-24,5,Wednesday,Fresh,640.33,25,2,True,False,False,Low,1.0
TXN-2023-004418,CUST-147,2023-05-06,5,Saturday,Fresh,339.22,13,4,True,False,False,Low,1.0
TXN-2023-004419,CUST-147,2023-05-28,5,Sunday,Frozen,143.49,5,5,False,False,False,Medium,1.5
TXN-2023-004420,CUST-147,2023-06-03,6,Saturday,Fresh,233.54,9,4,False,False,False,Medium,1.5
TXN-2023-004421,CUST-147,2023-06-22,6,Thursday,Fresh,156.2,6,4,False,False,False,Medium,1.5
TXN-2023-004422,CUST-147,2023-06-09,6,Friday,Fresh,316.85,12,5,False,False,False,Medium,1.5
TXN-2023-004423,CUST-147,2023-06-25,6,Sunday,Fresh,157.06,6,4,True,False,False,Low,1.0
TXN-2023-004424,CUST-147,2023-07-07,7,Friday,Fresh,209.54,8,2,True,False,False,Low,1.0
TXN-2023-004425,CUST-147,2023-07-21,7,Friday,Fresh,348.55,13,2,True,False,True,Medium,1.2
TXN-2023-004426,CUST-147,2023-07-26,7,Wednesday,Fresh,345.99,13,5,True,False,False,Low,1.0
TXN-2023-004427,CUST-147,2023-08-02,8,Wednesday,Grocery,208.64,8,1,False,False,True,High,1.8
TXN-2023-004428,CUST-147,2023-08-26,8,Saturday,Delicatessen,427.08,17,4,True,False,False,Low,1.0
TXN-2023-004429,CUST-147,2023-08-02,8,Wednesday,Fresh,248.39,9,2,False,False,True,High,1.8
TXN-2023-004430,CUST-147,2023-09-16,9,Saturday,Fresh,414.56,16,2,True,False,False,Low,1.0
TXN-2023-004431,CUST-147,2023-09-10,9,Sunday,DetergentsPaper,267.28,10,2,True,False,False,Low,1.0
TXN-2023-004432,CUST-147,2023-09-19,9,Tuesday,Milk,435.44,17,2,False,False,False,Medium,1.5
TXN-2023-004433,CUST-147,2023-10-25,10,Wednesday,Fresh,201.5,8,3,True,False,False,Low,1.0
TXN-2023-004434,CUST-147,2023-10-14,10,Saturday,Milk,480.63,19,1,True,False,False,Low,1.0
TXN-2023-004435,CUST-147,2023-10-17,10,Tuesday,Fresh,147.71,5,4,True,False,False,Low,1.0
TXN-2023-004436,CUST-147,2023-11-20,11,Monday,Fresh,167.45,6,5,True,False,False,Low,1.0
TXN-2023-004437,CUST-147,2023-11-16,11,Thursday,Milk,384.55,15,2,True,False,True,Medium,1.2
TXN-2023-004438,CUST-147,2023-11-03,11,Friday,Fresh,469.5,18,5,True,False,False,Low,1.0
TXN-2023-004439,CUST-147,2023-12-28,12,Thursday,Grocery,602.85,24,5,True,False,False,Low,1.0
TXN-2023-004440,CUST-147,2023-12-28,12,Thursday,Milk,310.52,12,3,False,False,False,Medium,1.5
TXN-2023-004441,CUST-147,2023-12-09,12,Saturday,Frozen,417.05,16,1,True,False,False,Low,1.0
TXN-2023-004442,CUST-147,2023-12-18,12,Monday,Frozen,292.08,11,5,True,False,True,Medium,1.2
TXN-2023-004443,CUST-148,2023-01-18,1,Wednesday,Delicatessen,193.84,7,2,True,False,False,Low,1.0
TXN-2023-004444,CUST-148,2023-01-16,1,Monday,Delicatessen,209.24,8,4,False,False,False,Medium,1.5
TXN-2023-004445,CUST-148,2023-01-24,1,Tuesday,Grocery,467.8,18,2,True,False,False,Low,1.0
TXN-2023-004446,CUST-148,2023-01-27,1,Friday,Milk,434.12,17,4,False,False,False,Medium,1.5
TXN-2023-004447,CUST-148,2023-01-05,1,Thursday,Fresh,734.18,29,2,False,True,False,High,1.8
TXN-2023-004448,CUST-148,2023-02-28,2,Tuesday,Fresh,540.0,21,3,True,False,False,Low,1.0
TXN-2023-004449,CUST-148,2023-02-03,2,Friday,DetergentsPaper,518.55,20,3,False,False,False,Medium,1.5
TXN-2023-004450,CUST-148,2023-02-23,2,Thursday,Milk,698.93,27,2,True,False,False,Low,1.0
TXN-2023-004451,CUST-148,2023-02-09,2,Thursday,Fresh,172.46,6,5,False,True,False,High,1.8
TXN-2023-004452,CUST-148,2023-02-14,2,Tuesday,Milk,427.88,17,1,True,False,True,Medium,1.2
TXN-2023-004453,CUST-148,2023-03-16,3,Thursday,Fresh,286.82,11,2,True,False,False,Low,1.0
TXN-2023-004454,CUST-148,2023-03-01,3,Wednesday,Fresh,220.04,8,3,True,False,False,Low,1.0
TXN-2023-004455,CUST-148,2023-03-07,3,Tuesday,Fresh,335.95,13,2,True,False,False,Low,1.0
TXN-2023-004456,CUST-148,2023-03-22,3,Wednesday,Milk,202.35,8,1,False,False,False,Medium,1.5
TXN-2023-004457,CUST-148,2023-04-13,4,Thursday,Fresh,187.84,7,3,False,False,False,Medium,1.5
TXN-2023-004458,CUST-148,2023-04-03,4,Monday,Fresh,176.59,7,1,True,False,False,Low,1.0
TXN-2023-004459,CUST-148,2023-04-10,4,Monday,Frozen,255.94,10,5,True,False,False,Low,1.0
TXN-2023-004460,CUST-148,2023-04-18,4,Tuesday,Fresh,160.24,6,5,True,False,False,Low,1.0
TXN-2023-004461,CUST-148,2023-04-03,4,Monday,Fresh,432.68,17,3,True,False,False,Low,1.0
TXN-2023-004462,CUST-148,2023-05-27,5,Saturday,Milk,193.42,7,1,True,False,True,Medium,1.2
TXN-2023-004463,CUST-148,2023-05-05,5,Friday,Frozen,207.84,8,1,False,False,False,Medium,1.5
TXN-2023-004464,CUST-148,2023-05-11,5,Thursday,Milk,233.04,9,4,True,False,False,Low,1.0
TXN-2023-004465,CUST-148,2023-05-10,5,Wednesday,Fresh,321.87,12,2,False,False,False,Medium,1.5
TXN-2023-004466,CUST-148,2023-06-18,6,Sunday,DetergentsPaper,210.09,8,2,True,False,False,Low,1.0
TXN-2023-004467,CUST-148,2023-06-09,6,Friday,Grocery,421.84,16,3,True,False,False,Low,1.0
TXN-2023-004468,CUST-148,2023-06-04,6,Sunday,Grocery,357.07,14,4,True,False,False,Low,1.0
TXN-2023-004469,CUST-148,2023-07-28,7,Friday,Fresh,266.97,10,3,False,False,True,High,1.8
TXN-2023-004470,CUST-148,2023-07-28,7,Friday,DetergentsPaper,177.47,7,1,True,True,False,Medium,1.3
TXN-2023-004471,CUST-148,2023-07-04,7,Tuesday,Fresh,174.88,6,2,True,False,False,Low,1.0
TXN-2023-004472,CUST-148,2023-07-15,7,Saturday,Fresh,580.79,23,2,False,False,True,High,1.8
TXN-2023-004473,CUST-148,2023-08-14,8,Monday,Fresh,157.02,6,4,False,False,False,Medium,1.5
TXN-2023-004474,CUST-148,2023-08-02,8,Wednesday,Fresh,227.43,9,5,False,False,False,Medium,1.5
