TransactionID,CustomerID,ProductCategory,OrderIntensity,IsCustomOrder,Quantity,NumberOfLineItems,OrderWeight_kg,TransactionAmount_EUR,PickPackCost_EUR,ReceivingCost_EUR,PutawayCost_EUR,StorageCost_EUR,IndirectLaborCost_EUR,InboundTransportCost_EUR,ShrinkageCost_EUR,ReturnsCost_EUR,EquipmentTechCost_EUR,ColdChainMultiplier,ServiceCostMultiplier,TotalWarehouseOperationsCost_EUR,CostPerUnit_EUR
TXN-2023-004222,CUST-141,Fresh,Low,False,23,1,60.82,577.62,7.5,5.0,14.95,18.25,4.12,10.0,28.88,17.33,2.49,1.5,1.0,162.77,7.08
TXN-2023-004223,CUST-141,Fresh,Medium,False,40,3,105.78,1007.74,22.5,5.0,26.0,47.6,8.03,10.0,50.39,30.23,5.46,1.5,1.5,461.71,11.54
TXN-2023-004224,CUST-141,Grocery,Low,False,17,4,80.57,446.66,24.0,5.0,11.05,8.06,6.01,10.0,4.47,4.47,2.71,1.0,1.0,75.75,4.46
TXN-2023-004225,CUST-141,Fresh,Low,False,27,4,71.4,688.7,30.0,5.0,17.55,21.42,7.88,10.0,34.44,20.66,4.09,1.5,1.0,226.56,8.39
TXN-2023-004226,CUST-141,Fresh,Medium,False,28,2,74.05,717.19,15.0,5.0,18.2,33.32,5.73,10.0,35.86,21.52,3.86,1.5,1.5,334.1,11.93
TXN-2023-004227,CUST-141,Fresh,Low,False,12,1,31.73,303.91,7.5,5.0,7.8,9.52,3.04,10.0,15.2,9.12,1.64,1.5,1.0,103.23,8.6
TXN-2023-004228,CUST-141,Milk,Low,False,33,1,28.96,831.29,6.5,5.0,21.45,10.14,4.94,10.0,24.94,16.63,2.4,1.5,1.0,152.99,4.64
TXN-2023-004229,CUST-141,Fresh,Medium,False,19,4,50.25,499.64,30.0,5.0,12.35,22.61,7.1,10.0,24.98,14.99,3.85,1.5,1.5,294.5,15.5
TXN-2023-004230,CUST-141,Fresh,High,False,65,1,171.9,1649.2,7.5,5.0,42.25,103.14,8.21,10.0,82.46,49.48,8.3,1.5,1.8,854.12,13.14
TXN-2023-004231,CUST-141,Fresh,Low,False,77,4,203.63,1943.51,30.0,5.0,50.05,61.09,12.76,10.0,97.18,58.31,7.94,1.5,1.0,498.48,6.47
TXN-2023-004232,CUST-141,Fresh,Medium,False,26,2,68.76,658.0,15.0,5.0,16.9,30.94,5.54,10.0,32.9,19.74,3.67,1.5,1.5,314.29,12.09
TXN-2023-004233,CUST-141,Fresh,Low,False,43,1,113.72,1096.94,7.5,5.0,27.95,34.11,6.07,10.0,54.85,32.91,4.03,1.5,1.0,273.63,6.36
TXN-2023-004234,CUST-141,Fresh,Low,False,12,5,31.73,314.16,37.5,5.0,7.8,9.52,7.54,10.0,15.71,9.42,3.37,1.5,1.0,158.8,13.23
TXN-2023-004235,CUST-141,Fresh,Low,False,27,1,71.4,676.36,7.5,5.0,17.55,21.42,4.51,10.0,33.82,20.29,2.8,1.5,1.0,184.33,6.83
TXN-2023-004236,CUST-141,Milk,Medium,False,61,2,53.53,1527.57,13.0,5.0,39.65,28.11,8.65,10.0,45.83,30.55,4.72,1.5,1.5,417.38,6.84
TXN-2023-004237,CUST-141,Fresh,Low,False,17,2,44.96,426.3,15.0,5.0,11.05,13.49,4.66,10.0,21.32,12.79,2.46,1.5,1.0,143.64,8.45
TXN-2023-004238,CUST-141,Fresh,Medium,False,38,5,100.49,952.11,37.5,5.0,24.7,45.22,10.08,10.0,47.61,28.56,6.13,1.5,1.5,483.29,12.72
TXN-2023-004239,CUST-141,Fresh,High,False,54,2,142.81,1360.25,15.0,5.0,35.1,85.68,8.27,10.0,68.01,40.81,7.45,1.5,1.8,743.37,13.77
TXN-2023-004240,CUST-141,Grocery,Medium,False,10,1,47.39,251.59,6.0,5.0,6.5,7.11,2.62,10.0,2.52,2.52,1.36,1.0,1.3,56.72,5.67
TXN-2023-004241,CUST-141,Fresh,Low,False,21,4,55.54,547.38,30.0,5.0,13.65,16.66,7.3,10.0,27.37,16.42,3.63,1.5,1.0,195.04,9.29
TXN-2023-004242,CUST-142,Milk,Low,False,145,5,127.25,3626.11,32.5,5.0,94.25,44.54,19.76,10.0,108.78,72.52,9.8,1.5,1.0,595.74,4.11
TXN-2023-004243,CUST-142,Fresh,High,False,16,3,42.31,415.87,22.5,5.0,10.4,25.39,5.68,10.0,20.79,12.48,3.45,1.5,1.8,312.37,19.52
TXN-2023-004244,CUST-142,Fresh,Medium,False,69,1,182.47,1748.8,7.5,5.0,44.85,82.11,8.6,10.0,87.44,52.46,7.4,1.5,1.5,687.09,9.96
TXN-2023-004245,CUST-142,Fresh,Low,False,57,3,150.74,1431.69,22.5,5.0,37.05,45.22,9.68,10.0,71.58,42.95,5.97,1.5,1.0,374.94,6.58
TXN-2023-004246,CUST-142,Milk,High,False,28,5,24.57,716.49,32.5,5.0,18.2,17.2,8.36,10.0,21.49,14.33,4.06,1.5,1.8,354.09,12.65
TXN-2023-004247,CUST-142,Fresh,Medium,False,36,5,95.2,913.56,37.5,5.0,23.4,42.84,9.88,10.0,45.68,27.41,5.93,1.5,1.5,467.2,12.98
TXN-2023-004248,CUST-142,Fresh,Low,False,90,1,238.01,2268.79,7.5,5.0,58.5,71.4,10.65,10.0,113.44,68.06,7.65,1.5,1.0,528.31,5.87
TXN-2023-004249,CUST-142,Fresh,Low,False,39,3,103.14,978.48,22.5,5.0,25.35,30.94,7.93,10.0,48.92,29.35,4.59,1.5,1.0,276.87,7.1
TXN-2023-004250,CUST-142,Fresh,Low,False,61,3,161.32,1545.39,22.5,5.0,39.65,48.4,10.07,10.0,77.27,46.36,6.28,1.5,1.0,398.29,6.53
TXN-2023-004251,CUST-142,Grocery,Low,False,64,4,303.31,1619.52,24.0,5.0,41.6,30.33,10.59,10.0,16.2,16.2,5.58,1.0,1.0,159.49,2.49
TXN-2023-004252,CUST-142,Fresh,Medium,False,87,5,230.08,2198.21,37.5,5.0,56.55,103.53,14.86,10.0,109.91,65.95,10.87,1.5,1.5,931.88,10.71
TXN-2023-004253,CUST-142,Fresh,Medium,False,40,4,105.78,1001.84,30.0,5.0,26.0,47.6,9.15,10.0,50.09,30.06,5.89,1.5,1.5,481.02,12.03
TXN-2023-004254,CUST-142,Fresh,Low,False,73,3,193.05,1835.09,22.5,5.0,47.45,57.92,11.24,10.0,91.75,55.05,7.21,1.5,1.0,462.18,6.33
TXN-2023-004255,CUST-142,Fresh,High,False,35,1,92.56,891.17,7.5,5.0,22.75,55.54,5.29,10.0,44.56,26.74,4.8,1.5,1.56,426.28,12.18
TXN-2023-004256,CUST-142,Fresh,Low,False,81,5,214.21,2043.0,37.5,5.0,52.65,64.26,14.27,10.0,102.15,61.29,8.68,1.5,1.0,533.71,6.59
TXN-2023-004257,CUST-142,Fresh,Low,False,27,5,71.4,689.23,37.5,5.0,17.55,21.42,9.01,10.0,34.46,20.68,4.52,1.5,1.0,240.21,8.9
TXN-2023-004258,CUST-142,Frozen,Low,False,60,1,93.49,1518.19,6.5,5.0,39.0,37.4,7.57,10.0,30.36,30.36,4.77,1.0,1.0,170.97,2.85
TXN-2023-004259,CUST-142,Fresh,Low,False,41,5,108.43,1036.14,37.5,5.0,26.65,32.53,10.37,10.0,51.81,31.08,5.6,1.5,1.0,315.82,7.7
TXN-2023-004260,CUST-142,Milk,Low,False,91,1,79.86,2279.14,6.5,5.0,59.15,27.95,10.6,10.0,68.37,45.58,5.46,1.5,1.0,357.92,3.93
TXN-2023-004261,CUST-142,Fresh,Medium,False,50,1,132.23,1265.69,7.5,5.0,32.5,59.5,6.75,10.0,63.28,37.97,5.56,1.5,1.5,513.16,10.26
TXN-2023-004262,CUST-142,Fresh,Low,False,87,2,230.08,2180.06,15.0,5.0,56.55,69.02,11.48,10.0,109.0,65.4,7.85,1.5,1.0,523.97,6.02
TXN-2023-004263,CUST-142,Fresh,Low,False,34,1,89.91,852.09,7.5,5.0,22.1,26.97,5.19,10.0,42.6,25.56,3.34,1.5,1.0,222.4,6.54
TXN-2023-004264,CUST-142,Fresh,Medium,False,62,5,163.96,1560.25,37.5,5.0,40.3,73.78,12.42,10.0,78.01,46.81,8.45,1.5,1.5,702.61,11.33
TXN-2023-004265,CUST-142,Fresh,Medium,False,86,4,227.43,2162.87,30.0,5.0,55.9,102.34,13.63,10.0,108.14,64.89,10.34,1.5,1.3,780.49,9.08
TXN-2023-004266,CUST-142,Milk,Medium,False,31,5,27.21,793.46,32.5,5.0,20.15,14.28,8.65,10.0,23.8,15.87,4.03,1.5,1.5,302.14,9.75
TXN-2023-004267,CUST-142,Milk,High,False,32,2,28.08,815.98,13.0,5.0,20.8,19.66,5.82,10.0,24.48,16.32,3.21,1.5,1.8,319.39,9.98
TXN-2023-004268,CUST-142,Fresh,Low,False,107,3,282.97,2682.11,22.5,5.0,69.55,84.89,14.56,10.0,134.11,80.46,9.82,1.5,1.0,646.34,6.04
TXN-2023-004269,CUST-142,Milk,Medium,False,37,2,32.47,926.12,13.0,5.0,24.05,17.05,6.31,10.0,27.78,18.52,3.27,1.5,1.3,243.71,6.59
TXN-2023-004270,CUST-142,Milk,Medium,False,59,5,51.78,1490.81,32.5,5.0,38.35,27.18,11.38,10.0,44.72,29.82,5.72,1.5,1.5,460.51,7.81
TXN-2023-004271,CUST-142,Fresh,Low,False,103,2,272.39,2581.42,15.0,5.0,66.95,81.72,13.04,10.0,129.07,77.44,9.09,1.5,1.0,610.96,5.93
TXN-2023-004272,CUST-142,Fresh,Medium,False,69,5,182.47,1749.31,37.5,5.0,44.85,82.11,13.1,10.0,87.47,52.48,9.13,1.5,1.5,768.69,11.14
TXN-2023-004273,CUST-142,Fresh,Low,False,113,1,298.83,2825.14,7.5,5.0,73.45,89.65,12.89,10.0,141.26,84.75,9.42,1.5,1.0,650.89,5.76
TXN-2023-004274,CUST-143,Fresh,Medium,False,28,5,74.05,706.56,37.5,5.0,18.2,33.32,9.11,10.0,35.33,21.2,5.16,1.5,1.3,340.87,12.17
TXN-2023-004275,CUST-143,Fresh,Medium,False,33,3,87.27,835.09,22.5,5.0,21.45,39.27,7.34,10.0,41.75,25.05,4.78,1.5,1.3,345.44,10.47
TXN-2023-004276,CUST-143,Fresh,Low,False,95,1,251.23,2383.86,7.5,5.0,61.75,75.37,11.14,10.0,119.19,71.52,8.04,1.5,1.0,554.26,5.83
TXN-2023-004277,CUST-143,Grocery,Low,False,55,2,260.66,1390.8,12.0,5.0,35.75,26.07,7.91,10.0,13.91,13.91,4.34,1.0,1.0,128.88,2.34
TXN-2023-004278,CUST-143,Grocery,Low,False,23,5,109.0,576.43,30.0,5.0,14.95,10.9,7.49,10.0,5.76,5.76,3.42,1.0,1.0,93.29,4.06
TXN-2023-004279,CUST-143,Fresh,Low,False,30,3,79.34,767.51,22.5,5.0,19.5,23.8,7.05,10.0,38.38,23.03,3.89,1.5,1.0,229.72,7.66
TXN-2023-004280,CUST-143,Fresh,Low,False,94,5,248.59,2370.02,37.5,5.0,61.1,74.58,15.54,10.0,118.5,71.1,9.69,1.5,1.0,604.51,6.43
TXN-2023-004281,CUST-143,Milk,Medium,False,51,5,44.76,1282.81,32.5,5.0,33.15,23.5,10.6,10.0,38.48,25.66,5.24,1.5,1.5,414.28,8.12
TXN-2023-004282,CUST-143,Milk,Low,False,18,2,15.8,453.13,13.0,5.0,11.7,5.53,4.46,10.0,13.59,9.06,1.98,1.5,1.0,111.49,6.19
TXN-2023-004283,CUST-143,Fresh,Medium,False,64,4,169.25,1620.69,30.0,5.0,41.6,76.16,11.49,10.0,81.03,48.62,8.21,1.5,1.5,702.27,10.97
TXN-2023-004284,CUST-143,Frozen,Low,False,64,5,99.73,1602.08,32.5,5.0,41.6,39.89,11.86,10.0,32.04,32.04,6.54,1.0,1.0,211.48,3.3
TXN-2023-004285,CUST-143,Fresh,Low,False,28,1,74.05,709.93,7.5,5.0,18.2,22.21,4.6,10.0,35.5,21.3,2.88,1.5,1.0,190.78,6.81
TXN-2023-004286,CUST-143,Fresh,Medium,False,80,5,211.56,2021.2,37.5,5.0,52.0,95.2,14.17,10.0,101.06,60.64,10.19,1.5,1.5,867.98,10.85
TXN-2023-004287,CUST-143,Frozen,Low,False,36,2,56.1,902.99,13.0,5.0,23.4,22.44,6.21,10.0,18.06,18.06,3.5,1.0,1.0,119.67,3.32
TXN-2023-004288,CUST-143,Fresh,Low,False,37,4,97.85,943.11,30.0,5.0,24.05,29.35,8.86,10.0,47.16,28.29,4.86,1.5,1.0,281.36,7.6
TXN-2023-004289,CUST-143,Fresh,High,False,139,3,367.59,3493.07,22.5,5.0,90.35,220.56,17.68,10.0,174.65,104.79,17.8,1.5,1.8,1791.0,12.88
TXN-2023-004290,CUST-143,Fresh,Low,False,68,5,179.83,1716.97,37.5,5.0,44.2,53.95,13.01,10.0,85.85,51.51,7.68,1.5,1.0,463.04,6.81
TXN-2023-004291,CUST-143,Fresh,Low,False,29,1,76.69,730.83,7.5,5.0,18.85,23.01,4.7,10.0,36.54,21.92,2.95,1.5,1.0,195.72,6.75
TXN-2023-004292,CUST-143,Fresh,Medium,False,52,1,137.52,1302.35,7.5,5.0,33.8,61.88,6.95,10.0,65.12,39.07,5.76,1.5,1.5,528.91,10.17
TXN-2023-004293,CUST-143,Grocery,Low,False,28,5,132.7,706.23,30.0,5.0,18.2,13.27,7.98,10.0,7.06,7.06,3.72,1.0,1.0,102.3,3.65
TXN-2023-004294,CUST-143,Grocery,Medium,False,53,4,251.18,1335.88,24.0,5.0,34.45,37.68,9.52,10.0,13.36,13.36,5.53,1.0,1.5,229.34,4.33
TXN-2023-004295,CUST-143,Grocery,Low,False,70,5,331.74,1761.43,30.0,5.0,45.5,33.17,12.07,10.0,17.61,17.61,6.29,1.0,1.0,177.27,2.53
TXN-2023-004296,CUST-143,Fresh,High,False,119,2,314.7,2975.56,15.0,5.0,77.35,188.82,14.6,10.0,148.78,89.27,15.04,1.5,1.8,1522.41,12.79
TXN-2023-004297,CUST-143,Fresh,Medium,False,32,5,84.63,800.22,37.5,5.0,20.8,38.08,9.49,10.0,40.01,24.01,5.54,1.5,1.5,428.49,13.39
TXN-2023-004298,CUST-143,Fresh,Medium,False,39,5,103.14,982.64,37.5,5.0,25.35,46.41,10.18,10.0,49.13,29.48,6.22,1.5,1.3,427.58,10.96
TXN-2023-004299,CUST-143,Grocery,Low,False,33,3,156.39,826.61,18.0,5.0,21.45,15.64,6.67,10.0,8.27,8.27,3.34,1.0,1.0,96.63,2.93
TXN-2023-004300,CUST-143,Fresh,Low,False,28,3,74.05,707.53,22.5,5.0,18.2,22.21,6.86,10.0,35.38,21.23,3.74,1.5,1.0,217.67,7.77
TXN-2023-004301,CUST-143,Fresh,Medium,False,28,3,74.05,701.58,22.5,5.0,18.2,33.32,6.86,10.0,35.08,21.05,4.29,1.5,1.2,281.33,10.05
TXN-2023-004302,CUST-143,Grocery,Low,False,54,3,255.92,1372.64,18.0,5.0,35.1,25.59,8.71,10.0,13.73,13.73,4.62,1.0,1.0,134.48,2.49
TXN-2023-004303,CUST-143,Grocery,Medium,False,107,3,507.09,2695.28,18.0,5.0,69.55,76.06,13.88,10.0,26.95,26.95,9.12,1.0,1.5,383.29,3.58
TXN-2023-004304,CUST-143,Fresh,Medium,False,33,2,87.27,846.61,15.0,5.0,21.45,39.27,6.22,10.0,42.33,25.4,4.35,1.5,1.5,380.28,11.52
TXN-2023-004305,CUST-143,Fresh,Low,False,31,5,81.98,790.8,37.5,5.0,20.15,24.59,9.4,10.0,39.54,23.72,4.83,1.5,1.0,262.11,8.46
TXN-2023-004306,CUST-143,Fresh,Low,False,47,3,124.29,1187.19,22.5,5.0,30.55,37.29,8.71,10.0,59.36,35.62,5.2,1.5,1.0,321.33,6.84
TXN-2023-004307,CUST-143,Fresh,Medium,False,33,2,87.27,828.37,15.0,5.0,21.45,39.27,6.22,10.0,41.42,24.85,4.35,1.5,1.5,377.0,11.42
TXN-2023-004308,CUST-143,Fresh,Low,False,28,3,74.05,723.9,22.5,5.0,18.2,22.21,6.86,10.0,36.2,21.72,3.74,1.5,1.0,219.63,7.84
TXN-2023-004309,CUST-143,Fresh,Medium,False,55,1,145.45,1395.83,7.5,5.0,35.75,65.45,7.24,10.0,69.79,41.87,6.05,1.5,1.5,559.47,10.17
TXN-2023-004310,CUST-143,Milk,Low,False,70,5,61.43,1769.14,32.5,5.0,45.5,21.5,12.45,10.0,53.07,35.38,5.85,1.5,1.0,331.88,4.74
TXN-2023-004311,CUST-143,Fresh,Medium,False,51,3,134.87,1275.51,22.5,5.0,33.15,60.69,9.1,10.0,63.78,38.27,6.52,1.5,1.2,448.2,8.79
TXN-2023-004312,CUST-143,Grocery,Medium,False,74,3,350.7,1870.84,18.0,5.0,48.1,52.6,10.66,10.0,18.71,18.71,6.72,1.0,1.5,282.76,3.82
TXN-2023-004313,CUST-143,Frozen,Low,False,52,3,81.03,1305.28,19.5,5.0,33.8,32.41,8.75,10.0,26.11,26.11,4.97,1.0,1.0,166.64,3.2
TXN-2023-004314,CUST-143,Fresh,Low,False,111,4,293.54,2790.5,30.0,5.0,72.15,88.06,16.07,10.0,139.53,83.72,10.56,1.5,1.0,682.64,6.15
TXN-2023-004315,CUST-144,Fresh,Medium,False,14,3,37.02,363.24,22.5,5.0,9.1,16.66,5.49,10.0,18.16,10.9,2.94,1.5,1.5,226.68,16.19
TXN-2023-004316,CUST-144,Frozen,Low,False,23,3,35.84,592.59,19.5,5.0,14.95,14.34,5.92,10.0,11.85,11.85,2.99,1.0,1.0,96.39,4.19
TXN-2023-004317,CUST-144,Fresh,Medium,False,31,2,81.98,783.33,15.0,5.0,20.15,36.89,6.02,10.0,39.17,23.5,4.15,1.5,1.5,359.74,11.6
TXN-2023-004318,CUST-144,Frozen,Medium,False,22,5,34.28,553.81,32.5,5.0,14.3,20.57,7.77,10.0,11.08,11.08,4.01,1.0,1.5,174.45,7.93
TXN-2023-004319,CUST-144,Frozen,Medium,False,16,2,24.93,416.74,13.0,5.0,10.4,14.96,4.26,10.0,8.33,8.33,2.38,1.0,1.5,115.0,7.19
TXN-2023-004320,CUST-144,Fresh,Medium,False,28,3,74.05,707.21,22.5,5.0,18.2,33.32,6.86,10.0,35.36,21.22,4.29,1.5,1.5,352.68,12.6
TXN-2023-004321,CUST-144,Fresh,Medium,False,10,5,26.45,274.16,37.5,5.0,6.5,11.9,7.35,10.0,13.71,8.22,3.41,1.5,1.5,233.09,23.31
TXN-2023-004322,CUST-144,Frozen,Medium,False,12,5,18.7,310.79,32.5,5.0,7.8,11.22,6.79,10.0,6.22,6.22,3.17,1.0,1.5,133.37,11.11
TXN-2023-004323,CUST-144,Fresh,Medium,False,7,4,18.51,197.0,30.0,5.0,4.55,8.33,5.93,10.0,9.85,5.91,2.69,1.5,1.5,185.09,26.44
TXN-2023-004324,CUST-144,Fresh,Low,False,12,3,31.73,311.89,22.5,5.0,7.8,9.52,5.29,10.0,15.59,9.36,2.51,1.5,1.0,131.36,10.95
TXN-2023-004325,CUST-144,Frozen,High,False,34,4,52.98,865.93,26.0,5.0,22.1,42.38,7.96,10.0,17.32,17.32,5.17,1.0,1.8,275.87,8.11
TXN-2023-004326,CUST-144,Fresh,High,False,35,5,92.56,878.13,37.5,5.0,22.75,55.54,9.79,10.0,43.91,26.34,6.53,1.5,1.8,586.85,16.77
TXN-2023-004327,CUST-144,Fresh,High,False,62,3,163.96,1550.6,22.5,5.0,40.3,98.38,10.17,10.0,77.53,46.52,8.82,1.5,1.8,861.87,13.9
TXN-2023-004328,CUST-144,Fresh,Medium,False,23,5,60.82,583.81,37.5,5.0,14.95,27.37,8.62,10.0,29.19,17.51,4.67,1.5,1.5,348.33,15.14
TXN-2023-004329,CUST-144,Fresh,Medium,False,49,4,129.58,1244.83,30.0,5.0,31.85,58.31,10.03,10.0,62.24,37.34,6.76,1.5,1.5,565.96,11.55
TXN-2023-004330,CUST-144,Fresh,Low,False,14,4,37.02,365.4,30.0,5.0,9.1,11.11,6.62,10.0,18.27,10.96,3.09,1.5,1.0,156.22,11.16
TXN-2023-004331,CUST-144,DetergentsPaper,Medium,False,24,3,24.37,613.42,16.5,5.0,15.6,2.92,5.57,10.0,3.07,3.07,2.28,1.0,1.5,96.01,4.0
TXN-2023-004332,CUST-144,Frozen,Low,False,19,1,29.61,488.67,6.5,5.0,12.35,11.84,3.58,10.0,9.77,9.77,1.96,1.0,1.0,70.78,3.73
TXN-2023-004333,CUST-144,Fresh,Low,False,44,1,116.36,1116.69,7.5,5.0,28.6,34.91,6.17,10.0,55.83,33.5,4.11,1.5,1.0,278.43,6.33
TXN-2023-004334,CUST-144,Fresh,Low,False,24,4,63.47,604.32,30.0,5.0,15.6,19.04,7.59,10.0,30.22,18.13,3.86,1.5,1.0,209.16,8.71
TXN-2023-004335,CUST-144,Fresh,Low,False,12,1,31.73,324.56,7.5,5.0,7.8,9.52,3.04,10.0,16.23,9.74,1.64,1.5,1.0,105.71,8.81
TXN-2023-004336,CUST-144,Frozen,Low,False,25,2,38.96,625.67,13.0,5.0,16.25,15.58,5.14,10.0,12.51,12.51,2.75,1.0,1.0,92.75,3.71
TXN-2023-004337,CUST-144,Fresh,Low,False,24,4,63.47,615.21,30.0,5.0,15.6,19.04,7.59,10.0,30.76,18.46,3.86,1.5,1.0,210.46,8.77
TXN-2023-004338,CUST-144,Grocery,Medium,False,32,3,151.65,805.09,18.0,5.0,20.8,22.75,6.57,10.0,8.05,8.05,3.66,1.0,1.5,154.31,4.82
TXN-2023-004339,CUST-144,Milk,High,False,25,3,21.94,627.22,19.5,5.0,16.25,15.36,6.11,10.0,18.82,12.54,3.11,1.5,1.8,288.07,11.52
TXN-2023-004340,CUST-144,Fresh,Low,False,12,2,31.73,315.04,15.0,5.0,7.8,9.52,4.17,10.0,15.75,9.45,2.07,1.5,1.0,118.15,9.85
TXN-2023-004341,CUST-144,Fresh,Low,False,45,5,119.0,1137.33,37.5,5.0,29.25,35.7,10.76,10.0,56.87,34.12,5.91,1.5,1.0,337.67,7.5
TXN-2023-004342,CUST-144,Fresh,Medium,False,27,5,71.4,690.84,37.5,5.0,17.55,32.13,9.01,10.0,34.54,20.73,5.06,1.5,1.3,334.45,12.39
TXN-2023-004343,CUST-144,Frozen,Medium,False,8,2,12.47,220.18,13.0,5.0,5.2,7.48,3.48,10.0,4.4,4.4,1.71,1.0,1.3,71.08,8.88
TXN-2023-004344,CUST-144,Fresh,Medium,False,20,2,52.89,508.59,15.0,5.0,13.0,23.8,4.95,10.0,25.43,15.26,3.09,1.5,1.5,259.93,13.0
TXN-2023-004345,CUST-144,Fresh,Low,False,22,3,58.18,565.32,22.5,5.0,14.3,17.45,6.27,10.0,28.27,16.96,3.28,1.5,1.0,186.04,8.46
TXN-2023-004346,CUST-144,Frozen,Low,False,19,1,29.61,489.91,6.5,5.0,12.35,11.84,3.58,10.0,9.8,9.8,1.96,1.0,1.0,70.83,3.73
TXN-2023-004347,CUST-144,Milk,Medium,False,13,5,11.41,336.12,32.5,5.0,8.45,5.99,6.89,10.0,10.08,6.72,2.94,1.5,1.5,199.3,15.33
TXN-2023-004348,CUST-144,Frozen,Medium,False,18,5,28.05,469.96,32.5,5.0,11.7,16.83,7.38,10.0,9.4,9.4,3.67,1.0,1.3,137.64,7.65
TXN-2023-004349,CUST-144,Frozen,Low,False,31,1,48.31,780.64,6.5,5.0,20.15,19.32,4.75,10.0,15.61,15.61,2.79,1.0,1.0,99.73,3.22
TXN-2023-004350,CUST-144,Fresh,Low,False,8,3,21.16,218.56,22.5,5.0,5.2,6.35,4.91,10.0,10.93,6.56,2.2,1.5,1.0,110.45,13.81
TXN-2023-004351,CUST-144,Frozen,Low,False,10,5,15.58,253.07,32.5,5.0,6.5,6.23,6.6,10.0,5.06,5.06,2.84,1.0,1.0,79.8,7.98
TXN-2023-004352,CUST-144,Fresh,Low,False,17,1,44.96,433.11,7.5,5.0,11.05,13.49,3.53,10.0,21.66,12.99,2.03,1.5,1.0,130.87,7.7
TXN-2023-004353,CUST-145,Fresh,Medium,False,13,3,34.38,341.77,22.5,5.0,8.45,15.47,5.39,10.0,17.09,10.25,2.84,1.5,1.5,218.24,16.79
TXN-2023-004354,CUST-145,DetergentsPaper,Medium,False,21,5,21.33,530.96,27.5,5.0,13.65,2.56,6.92,10.0,2.65,2.65,2.78,1.0,1.2,88.47,4.21
TXN-2023-004355,CUST-145,Milk,Medium,False,32,5,28.08,802.63,32.5,5.0,20.8,14.74,8.74,10.0,24.08,16.05,4.09,1.5,1.5,306.02,9.56
TXN-2023-004356,CUST-145,Fresh,Medium,False,18,3,47.6,467.32,22.5,5.0,11.7,21.42,5.88,10.0,23.37,14.02,3.33,1.5,1.2,210.98,11.72
TXN-2023-004357,CUST-145,Fresh,Low,False,35,1,92.56,893.85,7.5,5.0,22.75,27.77,5.29,10.0,44.69,26.82,3.42,1.5,1.0,229.84,6.57
TXN-2023-004358,CUST-145,Fresh,Medium,False,14,5,37.02,359.19,37.5,5.0,9.1,16.66,7.74,10.0,17.96,10.78,3.8,1.5,1.5,266.71,19.05
TXN-2023-004359,CUST-145,Milk,Medium,False,21,4,18.43,538.13,26.0,5.0,13.65,9.68,6.7,10.0,16.14,10.76,3.05,1.5,1.5,227.21,10.82
TXN-2023-004360,CUST-145,Fresh,Low,False,25,4,66.11,642.22,30.0,5.0,16.25,19.83,7.69,10.0,32.11,19.27,3.94,1.5,1.0,216.13,8.65
TXN-2023-004361,CUST-145,Grocery,Medium,False,16,2,75.83,408.16,12.0,5.0,10.4,11.37,4.11,10.0,4.08,4.08,2.14,1.0,1.3,82.15,5.13
TXN-2023-004362,CUST-145,Fresh,Medium,False,49,5,129.58,1232.36,37.5,5.0,31.85,58.31,11.15,10.0,61.62,36.97,7.19,1.5,1.5,584.09,11.92
TXN-2023-004363,CUST-145,Fresh,Low,False,45,2,119.0,1144.11,15.0,5.0,29.25,35.7,7.39,10.0,57.21,34.32,4.62,1.5,1.0,297.73,6.62
TXN-2023-004364,CUST-145,Fresh,Medium,False,26,5,68.76,666.96,37.5,5.0,16.9,30.94,8.91,10.0,33.35,20.01,4.96,1.5,1.3,326.76,12.57
TXN-2023-004365,CUST-145,Fresh,Medium,False,21,3,55.54,533.61,22.5,5.0,13.65,24.99,6.17,10.0,26.68,16.01,3.62,1.5,1.3,250.8,11.94
TXN-2023-004366,CUST-145,Fresh,Medium,False,13,4,34.38,345.7,30.0,5.0,8.45,15.47,6.52,10.0,17.29,10.37,3.27,1.5,1.3,207.41,15.95
TXN-2023-004367,CUST-145,Milk,Low,False,33,4,28.96,833.75,26.0,5.0,21.45,10.14,7.87,10.0,25.01,16.68,3.52,1.5,1.0,188.5,5.71
TXN-2023-004368,CUST-145,Fresh,Medium,False,20,5,52.89,500.31,37.5,5.0,13.0,23.8,8.32,10.0,25.02,15.01,4.38,1.5,1.2,255.66,12.78
TXN-2023-004369,CUST-145,Grocery,Low,False,30,5,142.18,768.89,30.0,5.0,19.5,14.22,8.17,10.0,7.69,7.69,3.84,1.0,1.0,106.11,3.54
TXN-2023-004370,CUST-145,Fresh,Low,False,27,1,71.4,697.58,7.5,5.0,17.55,21.42,4.51,10.0,34.88,20.93,2.8,1.5,1.0,186.88,6.92
TXN-2023-004371,CUST-145,Milk,Medium,False,60,4,52.66,1517.22,26.0,5.0,39.0,27.64,10.5,10.0,45.52,30.34,5.41,1.5,1.5,448.68,7.48
TXN-2023-004372,CUST-145,Fresh,Low,False,48,2,126.94,1224.71,15.0,5.0,31.2,38.08,7.68,10.0,61.24,36.74,4.85,1.5,1.0,314.68,6.56
