TRANSACTIONID,CUSTOMERID,TRANSACTIONAMOUNT,ISURGENT,BASE_SHIPPING_COST,URGENT_SURCHARGE,SIZE_SURCHARGE,TOTAL_SHIPPING_COST
TXN-2023-002855,CUST-104,1964.58,false,58.94,0.00,0.00,58.94
TXN-2023-002856,CUST-104,2738.57,false,82.16,0.00,0.00,82.16
TXN-2023-002857,CUST-104,589.10,false,17.67,0.00,0.00,17.67
TXN-2023-002858,CUST-104,949.74,false,28.49,0.00,0.00,28.49
TXN-2023-002859,CUST-104,937.09,false,28.11,0.00,0.00,28.11
TXN-2023-002860,CUST-104,930.27,false,27.91,0.00,0.00,27.91
TXN-2023-002861,CUST-104,1621.65,false,48.65,0.00,0.00,48.65
TXN-2023-002862,CUST-104,1111.21,false,33.34,0.00,0.00,33.34
TXN-2023-002863,CUST-104,1278.34,false,38.35,0.00,0.00,38.35
TXN-2023-002864,CUST-104,1247.26,false,37.42,0.00,0.00,37.42
TXN-2023-002865,CUST-104,3186.44,false,95.59,0.00,28.68,124.27
TXN-2023-002866,CUST-104,706.43,false,21.19,0.00,0.00,21.19
TXN-2023-002867,CUST-104,1673.79,false,50.21,0.00,0.00,50.21
TXN-2023-002868,CUST-104,2847.22,false,85.42,0.00,0.00,85.42
TXN-2023-002869,CUST-104,1476.68,false,44.30,0.00,0.00,44.30
TXN-2023-002870,CUST-104,1249.47,false,37.48,0.00,0.00,37.48
TXN-2023-002871,CUST-104,4896.29,false,146.89,0.00,44.07,190.96
TXN-2023-002872,CUST-104,1689.41,false,50.68,0.00,0.00,50.68
TXN-2023-002873,CUST-104,843.63,false,25.31,0.00,0.00,25.31
TXN-2023-002874,CUST-104,3592.16,true,107.76,107.76,32.33,247.86
TXN-2023-002875,CUST-104,1181.93,false,35.46,0.00,0.00,35.46
TXN-2023-002876,CUST-104,3806.52,false,114.20,0.00,34.26,148.45
TXN-2023-002877,CUST-105,710.73,false,21.32,0.00,0.00,21.32
TXN-2023-002878,CUST-105,237.54,false,7.13,0.00,0.00,7.13
TXN-2023-002879,CUST-105,463.32,false,13.90,0.00,0.00,13.90
TXN-2023-002880,CUST-105,485.98,false,14.58,0.00,0.00,14.58
TXN-2023-002881,CUST-105,330.20,false,9.91,0.00,0.00,9.91
TXN-2023-002882,CUST-105,356.00,false,10.68,0.00,0.00,10.68
TXN-2023-002883,CUST-105,313.63,false,9.41,0.00,0.00,9.41
TXN-2023-002884,CUST-105,347.57,false,10.43,0.00,0.00,10.43
TXN-2023-002885,CUST-105,94.50,true,2.84,2.84,0.00,5.67
TXN-2023-002886,CUST-105,479.24,false,14.38,0.00,0.00,14.38
TXN-2023-002887,CUST-105,343.28,false,10.30,0.00,0.00,10.30
TXN-2023-002888,CUST-105,561.70,false,16.85,0.00,0.00,16.85
TXN-2023-002889,CUST-105,655.12,false,19.65,0.00,0.00,19.65
TXN-2023-002890,CUST-105,157.22,false,4.72,0.00,0.00,4.72
TXN-2023-002891,CUST-105,362.93,false,10.89,0.00,0.00,10.89
TXN-2023-002892,CUST-105,575.81,true,17.27,17.27,0.00,34.55
TXN-2023-002893,CUST-105,632.24,false,18.97,0.00,0.00,18.97
TXN-2023-002894,CUST-105,441.58,true,13.25,13.25,0.00,26.49
TXN-2023-002895,CUST-105,330.33,false,9.91,0.00,0.00,9.91
TXN-2023-002896,CUST-105,291.86,true,8.76,8.76,0.00,17.51
TXN-2023-002897,CUST-105,282.54,false,8.48,0.00,0.00,8.48
TXN-2023-002898,CUST-105,462.06,false,13.86,0.00,0.00,13.86
TXN-2023-002899,CUST-105,1461.25,false,43.84,0.00,0.00,43.84
TXN-2023-002900,CUST-105,597.83,false,17.93,0.00,0.00,17.93
TXN-2023-002901,CUST-105,472.23,false,14.17,0.00,0.00,14.17
TXN-2023-002902,CUST-105,406.44,false,12.19,0.00,0.00,12.19
TXN-2023-002903,CUST-105,348.42,false,10.45,0.00,0.00,10.45
TXN-2023-002904,CUST-105,744.94,false,22.35,0.00,0.00,22.35
TXN-2023-002905,CUST-105,267.73,false,8.03,0.00,0.00,8.03
TXN-2023-002906,CUST-105,306.30,false,9.19,0.00,0.00,9.19
TXN-2023-002907,CUST-105,95.33,false,2.86,0.00,0.00,2.86
TXN-2023-002908,CUST-105,196.61,false,5.90,0.00,0.00,5.90
TXN-2023-002909,CUST-105,419.88,false,12.60,0.00,0.00,12.60
TXN-2023-002910,CUST-105,514.70,false,15.44,0.00,0.00,15.44
TXN-2023-002911,CUST-105,242.70,false,7.28,0.00,0.00,7.28
TXN-2023-002912,CUST-105,453.95,true,13.62,13.62,0.00,27.24
TXN-2023-002913,CUST-105,460.48,false,13.81,0.00,0.00,13.81
TXN-2023-002914,CUST-105,1413.58,false,42.41,0.00,0.00,42.41
TXN-2023-002915,CUST-105,523.03,false,15.69,0.00,0.00,15.69
TXN-2023-002916,CUST-105,247.78,false,7.43,0.00,0.00,7.43
TXN-2023-002917,CUST-105,537.73,false,16.13,0.00,0.00,16.13
TXN-2023-002918,CUST-105,456.77,false,13.70,0.00,0.00,13.70
TXN-2023-002919,CUST-105,252.93,false,7.59,0.00,0.00,7.59
TXN-2023-002920,CUST-105,631.47,false,18.94,0.00,0.00,18.94
TXN-2023-002921,CUST-105,354.32,true,10.63,10.63,0.00,21.26
TXN-2023-002922,CUST-105,551.47,false,16.54,0.00,0.00,16.54
TXN-2023-002923,CUST-105,589.30,false,17.68,0.00,0.00,17.68
TXN-2023-002924,CUST-105,318.48,false,9.55,0.00,0.00,9.55
TXN-2023-002925,CUST-105,342.58,false,10.28,0.00,0.00,10.28
TXN-2023-002926,CUST-105,216.22,true,6.49,6.49,0.00,12.97
TXN-2023-002927,CUST-105,367.28,false,11.02,0.00,0.00,11.02
TXN-2023-002928,CUST-105,344.92,false,10.35,0.00,0.00,10.35
TXN-2023-002929,CUST-106,584.55,false,17.54,0.00,0.00,17.54
TXN-2023-002930,CUST-106,402.27,false,12.07,0.00,0.00,12.07
TXN-2023-002931,CUST-106,167.83,false,5.03,0.00,0.00,5.03
TXN-2023-002932,CUST-106,694.18,true,20.83,20.83,0.00,41.65
TXN-2023-002933,CUST-106,370.92,false,11.13,0.00,0.00,11.13
TXN-2023-002934,CUST-106,359.13,false,10.77,0.00,0.00,10.77
TXN-2023-002935,CUST-106,563.12,false,16.89,0.00,0.00,16.89
TXN-2023-002936,CUST-106,709.82,true,21.29,21.29,0.00,42.59
TXN-2023-002937,CUST-106,246.21,false,7.39,0.00,0.00,7.39
TXN-2023-002938,CUST-106,250.83,false,7.52,0.00,0.00,7.52
TXN-2023-002939,CUST-106,631.54,false,18.95,0.00,0.00,18.95
TXN-2023-002940,CUST-106,314.55,false,9.44,0.00,0.00,9.44
TXN-2023-002941,CUST-106,161.71,false,4.85,0.00,0.00,4.85
TXN-2023-002942,CUST-106,353.27,false,10.60,0.00,0.00,10.60
TXN-2023-002943,CUST-106,743.69,true,22.31,22.31,0.00,44.62
TXN-2023-002944,CUST-106,322.96,false,9.69,0.00,0.00,9.69
TXN-2023-002945,CUST-106,497.12,false,14.91,0.00,0.00,14.91
TXN-2023-002946,CUST-106,329.22,false,9.88,0.00,0.00,9.88
TXN-2023-002947,CUST-106,340.67,false,10.22,0.00,0.00,10.22
TXN-2023-002948,CUST-106,498.59,false,14.96,0.00,0.00,14.96
TXN-2023-002949,CUST-106,423.86,false,12.72,0.00,0.00,12.72
TXN-2023-002950,CUST-106,426.09,false,12.78,0.00,0.00,12.78
TXN-2023-002951,CUST-106,630.41,false,18.91,0.00,0.00,18.91
TXN-2023-002952,CUST-106,880.85,false,26.43,0.00,0.00,26.43
TXN-2023-002953,CUST-106,345.85,false,10.38,0.00,0.00,10.38
TXN-2023-002954,CUST-106,536.67,false,16.10,0.00,0.00,16.10
TXN-2023-002955,CUST-106,502.46,true,15.07,15.07,0.00,30.15
TXN-2023-002956,CUST-106,264.29,false,7.93,0.00,0.00,7.93
TXN-2023-002957,CUST-106,309.38,false,9.28,0.00,0.00,9.28
TXN-2023-002958,CUST-106,589.33,false,17.68,0.00,0.00,17.68
TXN-2023-002959,CUST-106,334.48,false,10.03,0.00,0.00,10.03
TXN-2023-002960,CUST-106,416.48,false,12.49,0.00,0.00,12.49
TXN-2023-002961,CUST-106,329.35,false,9.88,0.00,0.00,9.88
TXN-2023-002962,CUST-106,1272.36,false,38.17,0.00,0.00,38.17
TXN-2023-002963,CUST-106,389.22,false,11.68,0.00,0.00,11.68
TXN-2023-002964,CUST-106,442.36,false,13.27,0.00,0.00,13.27
TXN-2023-002965,CUST-106,307.34,false,9.22,0.00,0.00,9.22
TXN-2023-002966,CUST-106,630.25,false,18.91,0.00,0.00,18.91
TXN-2023-002967,CUST-106,257.28,false,7.72,0.00,0.00,7.72
TXN-2023-002968,CUST-106,244.47,false,7.33,0.00,0.00,7.33
TXN-2023-002969,CUST-106,560.23,true,16.81,16.81,0.00,33.61
TXN-2023-002970,CUST-106,647.94,false,19.44,0.00,0.00,19.44
TXN-2023-002971,CUST-106,397.63,false,11.93,0.00,0.00,11.93
TXN-2023-002972,CUST-106,1358.65,false,40.76,0.00,0.00,40.76
TXN-2023-002973,CUST-106,337.27,false,10.12,0.00,0.00,10.12
TXN-2023-002974,CUST-106,1011.12,false,30.33,0.00,0.00,30.33
TXN-2023-002975,CUST-106,412.64,false,12.38,0.00,0.00,12.38
TXN-2023-002976,CUST-106,197.56,false,5.93,0.00,0.00,5.93
TXN-2023-002977,CUST-107,3254.30,false,97.63,0.00,29.29,126.92
TXN-2023-002978,CUST-107,1917.25,false,57.52,0.00,0.00,57.52
TXN-2023-002979,CUST-107,2002.49,false,60.07,0.00,0.00,60.07
TXN-2023-002980,CUST-107,3402.22,false,102.07,0.00,30.62,132.69
TXN-2023-002981,CUST-107,1896.66,false,56.90,0.00,0.00,56.90
TXN-2023-002982,CUST-107,563.08,false,16.89,0.00,0.00,16.89
TXN-2023-002983,CUST-107,1625.31,false,48.76,0.00,0.00,48.76
TXN-2023-002984,CUST-107,3112.37,false,93.37,0.00,28.01,121.38
TXN-2023-002985,CUST-107,1212.60,false,36.38,0.00,0.00,36.38
TXN-2023-002986,CUST-107,2733.10,false,81.99,0.00,0.00,81.99
TXN-2023-002987,CUST-107,1171.19,false,35.14,0.00,0.00,35.14
TXN-2023-002988,CUST-107,1705.25,false,51.16,0.00,0.00,51.16
TXN-2023-002989,CUST-107,2044.15,false,61.32,0.00,0.00,61.32
TXN-2023-002990,CUST-107,649.04,false,19.47,0.00,0.00,19.47
TXN-2023-002991,CUST-108,1567.36,false,47.02,0.00,0.00,47.02
TXN-2023-002992,CUST-108,4467.51,false,134.03,0.00,40.21,174.23
TXN-2023-002993,CUST-108,1577.91,true,47.34,47.34,0.00,94.67
TXN-2023-002994,CUST-108,5572.27,false,167.17,0.00,50.15,217.32
TXN-2023-002995,CUST-108,6334.56,true,190.04,190.04,57.01,437.08
TXN-2023-002996,CUST-108,4529.95,false,135.90,0.00,40.77,176.67
TXN-2023-002997,CUST-108,3441.24,false,103.24,0.00,30.97,134.21
TXN-2023-002998,CUST-108,2607.20,true,78.22,78.22,0.00,156.43
TXN-2023-002999,CUST-108,4669.47,false,140.08,0.00,42.03,182.11
TXN-2023-003000,CUST-108,2893.51,false,86.81,0.00,0.00,86.81
TXN-2023-003001,CUST-108,5433.34,false,163.00,0.00,48.90,211.90
TXN-2023-003002,CUST-108,4112.67,false,123.38,0.00,37.01,160.39
TXN-2023-003003,CUST-109,835.94,false,25.08,0.00,0.00,25.08
TXN-2023-003004,CUST-109,417.76,false,12.53,0.00,0.00,12.53
TXN-2023-003005,CUST-109,1548.07,false,46.44,0.00,0.00,46.44
TXN-2023-003006,CUST-109,1050.41,false,31.51,0.00,0.00,31.51
TXN-2023-003007,CUST-109,1564.73,false,46.94,0.00,0.00,46.94
TXN-2023-003008,CUST-109,862.73,false,25.88,0.00,0.00,25.88
TXN-2023-003009,CUST-109,1211.63,false,36.35,0.00,0.00,36.35
TXN-2023-003010,CUST-109,692.27,false,20.77,0.00,0.00,20.77
TXN-2023-003011,CUST-109,1493.51,false,44.81,0.00,0.00,44.81
TXN-2023-003012,CUST-109,1028.44,false,30.85,0.00,0.00,30.85
TXN-2023-003013,CUST-109,1577.35,false,47.32,0.00,0.00,47.32
TXN-2023-003014,CUST-109,1935.09,false,58.05,0.00,0.00,58.05
TXN-2023-003015,CUST-109,1572.66,false,47.18,0.00,0.00,47.18
TXN-2023-003016,CUST-109,749.41,false,22.48,0.00,0.00,22.48
TXN-2023-003017,CUST-109,1102.81,false,33.08,0.00,0.00,33.08
TXN-2023-003018,CUST-109,1628.02,true,48.84,48.84,0.00,97.68
TXN-2023-003019,CUST-109,1626.18,false,48.79,0.00,0.00,48.79
TXN-2023-003020,CUST-110,8507.23,true,255.22,255.22,76.57,587.00
TXN-2023-003021,CUST-110,2513.83,false,75.41,0.00,0.00,75.41
TXN-2023-003022,CUST-110,2803.68,true,84.11,84.11,0.00,168.22
TXN-2023-003023,CUST-110,3012.09,false,90.36,0.00,27.11,117.47
TXN-2023-003024,CUST-110,1385.95,false,41.58,0.00,0.00,41.58
TXN-2023-003025,CUST-110,3224.20,false,96.73,0.00,29.02,125.74
TXN-2023-003026,CUST-110,1672.43,false,50.17,0.00,0.00,50.17
TXN-2023-003027,CUST-110,1963.79,false,58.91,0.00,0.00,58.91
TXN-2023-003028,CUST-110,7798.99,false,233.97,0.00,70.19,304.16
TXN-2023-003029,CUST-110,8945.14,false,268.35,0.00,80.51,348.86
TXN-2023-003030,CUST-110,2866.05,false,85.98,0.00,0.00,85.98
TXN-2023-003031,CUST-110,3939.62,false,118.19,0.00,35.46,153.65
TXN-2023-003032,CUST-111,294.40,false,8.83,0.00,0.00,8.83
TXN-2023-003033,CUST-111,818.79,false,24.56,0.00,0.00,24.56
TXN-2023-003034,CUST-111,403.07,false,12.09,0.00,0.00,12.09
TXN-2023-003035,CUST-111,800.45,false,24.01,0.00,0.00,24.01
TXN-2023-003036,CUST-111,295.42,false,8.86,0.00,0.00,8.86
TXN-2023-003037,CUST-111,961.71,false,28.85,0.00,0.00,28.85
TXN-2023-003038,CUST-111,1009.47,false,30.28,0.00,0.00,30.28
TXN-2023-003039,CUST-111,169.91,false,5.10,0.00,0.00,5.10
TXN-2023-003040,CUST-111,283.68,false,8.51,0.00,0.00,8.51
TXN-2023-003041,CUST-111,233.57,false,7.01,0.00,0.00,7.01
TXN-2023-003042,CUST-111,488.53,false,14.66,0.00,0.00,14.66
TXN-2023-003043,CUST-111,256.74,false,7.70,0.00,0.00,7.70
TXN-2023-003044,CUST-111,504.57,true,15.14,15.14,0.00,30.27
TXN-2023-003045,CUST-111,639.47,false,19.18,0.00,0.00,19.18
TXN-2023-003046,CUST-111,291.50,false,8.75,0.00,0.00,8.75
TXN-2023-003047,CUST-111,422.19,false,12.67,0.00,0.00,12.67
TXN-2023-003048,CUST-111,317.44,true,9.52,9.52,0.00,19.05
TXN-2023-003049,CUST-111,168.10,false,5.04,0.00,0.00,5.04
TXN-2023-003050,CUST-111,706.02,false,21.18,0.00,0.00,21.18
TXN-2023-003051,CUST-111,224.21,true,6.73,6.73,0.00,13.45
TXN-2023-003052,CUST-111,190.88,false,5.73,0.00,0.00,5.73
TXN-2023-003053,CUST-111,640.24,true,19.21,19.21,0.00,38.41
TXN-2023-003054,CUST-111,507.10,false,15.21,0.00,0.00,15.21
TXN-2023-003055,CUST-111,264.74,false,7.94,0.00,0.00,7.94
TXN-2023-003056,CUST-111,205.44,false,6.16,0.00,0.00,6.16
TXN-2023-003057,CUST-111,470.13,false,14.10,0.00,0.00,14.10
TXN-2023-003058,CUST-111,176.77,false,5.30,0.00,0.00,5.30
TXN-2023-003059,CUST-111,469.20,false,14.08,0.00,0.00,14.08
TXN-2023-003060,CUST-111,241.21,false,7.24,0.00,0.00,7.24
TXN-2023-003061,CUST-111,203.60,false,6.11,0.00,0.00,6.11
TXN-2023-003062,CUST-111,225.47,false,6.76,0.00,0.00,6.76
TXN-2023-003063,CUST-111,421.29,false,12.64,0.00,0.00,12.64
TXN-2023-003064,CUST-111,213.30,false,6.40,0.00,0.00,6.40
TXN-2023-003065,CUST-111,475.29,false,14.26,0.00,0.00,14.26
TXN-2023-003066,CUST-111,359.89,false,10.80,0.00,0.00,10.80
TXN-2023-003067,CUST-111,152.92,false,4.59,0.00,0.00,4.59
TXN-2023-003068,CUST-111,166.41,true,4.99,4.99,0.00,9.98
TXN-2023-003069,CUST-111,354.45,false,10.63,0.00,0.00,10.63
TXN-2023-003070,CUST-111,193.14,false,5.79,0.00,0.00,5.79
TXN-2023-003071,CUST-111,633.27,false,19.00,0.00,0.00,19.00
TXN-2023-003072,CUST-111,902.47,false,27.07,0.00,0.00,27.07
TXN-2023-003073,CUST-111,315.57,false,9.47,0.00,0.00,9.47
TXN-2023-003074,CUST-111,402.80,false,12.08,0.00,0.00,12.08
TXN-2023-003075,CUST-111,209.82,true,6.29,6.29,0.00,12.59
TXN-2023-003076,CUST-111,198.82,false,5.96,0.00,0.00,5.96
TXN-2023-003077,CUST-111,209.41,false,6.28,0.00,0.00,6.28
TXN-2023-003078,CUST-111,685.80,false,20.57,0.00,0.00,20.57
TXN-2023-003079,CUST-111,473.32,false,14.20,0.00,0.00,14.20
TXN-2023-003080,CUST-112,4413.14,false,132.39,0.00,39.72,172.11
TXN-2023-003081,CUST-112,1946.75,false,58.40,0.00,0.00,58.40
TXN-2023-003082,CUST-112,3252.03,false,97.56,0.00,29.27,126.83
TXN-2023-003083,CUST-112,2162.12,false,64.86,0.00,0.00,64.86
TXN-2023-003084,CUST-112,6201.27,false,186.04,0.00,55.81,241.85
TXN-2023-003085,CUST-112,2200.14,false,66.00,0.00,0.00,66.00
TXN-2023-003086,CUST-112,1538.45,false,46.15,0.00,0.00,46.15
TXN-2023-003087,CUST-112,3237.01,false,97.11,0.00,29.13,126.24
TXN-2023-003088,CUST-112,6090.68,false,182.72,0.00,54.82,237.54
TXN-2023-003089,CUST-112,3387.05,false,101.61,0.00,30.48,132.09
TXN-2023-003090,CUST-112,2035.71,false,61.07,0.00,0.00,61.07
TXN-2023-003091,CUST-112,1093.01,false,32.79,0.00,0.00,32.79
TXN-2023-003092,CUST-112,2436.90,false,73.11,0.00,0.00,73.11
TXN-2023-003093,CUST-112,2898.46,false,86.95,0.00,0.00,86.95
TXN-2023-003094,CUST-112,4453.17,false,133.60,0.00,40.08,173.67
TXN-2023-003095,CUST-112,2697.11,false,80.91,0.00,0.00,80.91
TXN-2023-003096,CUST-113,563.38,false,16.90,0.00,0.00,16.90
TXN-2023-003097,CUST-113,840.96,false,25.23,0.00,0.00,25.23
TXN-2023-003098,CUST-113,250.19,false,7.51,0.00,0.00,7.51
TXN-2023-003099,CUST-113,600.70,true,18.02,18.02,0.00,36.04
TXN-2023-003100,CUST-113,395.72,false,11.87,0.00,0.00,11.87
TXN-2023-003101,CUST-113,609.77,false,18.29,0.00,0.00,18.29
TXN-2023-003102,CUST-113,917.70,false,27.53,0.00,0.00,27.53
TXN-2023-003103,CUST-113,1018.91,false,30.57,0.00,0.00,30.57
TXN-2023-003104,CUST-113,1255.16,false,37.65,0.00,0.00,37.65
TXN-2023-003105,CUST-113,427.06,false,12.81,0.00,0.00,12.81
TXN-2023-003106,CUST-113,582.69,false,17.48,0.00,0.00,17.48
TXN-2023-003107,CUST-113,1447.77,false,43.43,0.00,0.00,43.43
TXN-2023-003108,CUST-113,1177.79,true,35.33,35.33,0.00,70.67
TXN-2023-003109,CUST-113,1248.76,false,37.46,0.00,0.00,37.46
TXN-2023-003110,CUST-113,1486.48,false,44.59,0.00,0.00,44.59
TXN-2023-003111,CUST-113,973.58,false,29.21,0.00,0.00,29.21
TXN-2023-003112,CUST-113,1656.80,false,49.70,0.00,0.00,49.70
TXN-2023-003113,CUST-113,557.91,false,16.74,0.00,0.00,16.74
TXN-2023-003114,CUST-113,602.52,false,18.08,0.00,0.00,18.08
TXN-2023-003115,CUST-113,1572.83,false,47.18,0.00,0.00,47.18
TXN-2023-003116,CUST-113,528.87,false,15.87,0.00,0.00,15.87
TXN-2023-003117,CUST-113,649.44,true,19.48,19.48,0.00,38.97
TXN-2023-003118,CUST-113,766.70,false,23.00,0.00,0.00,23.00
TXN-2023-003119,CUST-113,404.16,false,12.12,0.00,0.00,12.12
TXN-2023-003120,CUST-113,388.69,false,11.66,0.00,0.00,11.66
TXN-2023-003121,CUST-113,448.67,false,13.46,0.00,0.00,13.46
TXN-2023-003122,CUST-113,517.82,false,15.53,0.00,0.00,15.53
TXN-2023-003123,CUST-113,396.18,false,11.89,0.00,0.00,11.89
TXN-2023-003124,CUST-113,703.34,false,21.10,0.00,0.00,21.10
TXN-2023-003125,CUST-113,2069.40,true,62.08,62.08,0.00,124.16
TXN-2023-003126,CUST-113,1116.61,false,33.50,0.00,0.00,33.50
TXN-2023-003127,CUST-113,858.00,false,25.74,0.00,0.00,25.74
TXN-2023-003128,CUST-113,1072.11,true,32.16,32.16,0.00,64.33
TXN-2023-003129,CUST-113,927.76,false,27.83,0.00,0.00,27.83
TXN-2023-003130,CUST-113,546.31,false,16.39,0.00,0.00,16.39
TXN-2023-003131,CUST-113,532.65,false,15.98,0.00,0.00,15.98
TXN-2023-003132,CUST-113,1391.83,false,41.75,0.00,0.00,41.75
TXN-2023-003133,CUST-113,504.02,true,15.12,15.12,0.00,30.24
TXN-2023-003134,CUST-113,1162.02,false,34.86,0.00,0.00,34.86
TXN-2023-003135,CUST-113,360.36,false,10.81,0.00,0.00,10.81
TXN-2023-003136,CUST-113,592.11,false,17.76,0.00,0.00,17.76
TXN-2023-003137,CUST-113,998.27,false,29.95,0.00,0.00,29.95
TXN-2023-003138,CUST-113,641.58,false,19.25,0.00,0.00,19.25
TXN-2023-003139,CUST-113,565.42,false,16.96,0.00,0.00,16.96
TXN-2023-003140,CUST-114,958.71,false,28.76,0.00,0.00,28.76
TXN-2023-003141,CUST-114,680.82,false,20.42,0.00,0.00,20.42
TXN-2023-003142,CUST-114,718.99,false,21.57,0.00,0.00,21.57
TXN-2023-003143,CUST-114,546.24,false,16.39,0.00,0.00,16.39
TXN-2023-003144,CUST-114,369.97,false,11.10,0.00,0.00,11.10
TXN-2023-003145,CUST-114,330.85,false,9.93,0.00,0.00,9.93
TXN-2023-003146,CUST-114,1012.89,false,30.39,0.00,0.00,30.39
TXN-2023-003147,CUST-114,630.41,true,18.91,18.91,0.00,37.82
TXN-2023-003148,CUST-114,335.48,false,10.06,0.00,0.00,10.06
TXN-2023-003149,CUST-114,727.83,false,21.83,0.00,0.00,21.83
TXN-2023-003150,CUST-114,318.29,false,9.55,0.00,0.00,9.55
TXN-2023-003151,CUST-114,817.44,false,24.52,0.00,0.00,24.52
TXN-2023-003152,CUST-114,864.62,false,25.94,0.00,0.00,25.94
TXN-2023-003153,CUST-114,626.91,false,18.81,0.00,0.00,18.81
TXN-2023-003154,CUST-114,449.57,false,13.49,0.00,0.00,13.49
TXN-2023-003155,CUST-114,548.18,false,16.45,0.00,0.00,16.45
TXN-2023-003156,CUST-114,473.11,false,14.19,0.00,0.00,14.19
TXN-2023-003157,CUST-114,762.38,true,22.87,22.87,0.00,45.74
TXN-2023-003158,CUST-114,1039.45,false,31.18,0.00,0.00,31.18
TXN-2023-003159,CUST-114,272.46,false,8.17,0.00,0.00,8.17
TXN-2023-003160,CUST-114,985.28,false,29.56,0.00,0.00,29.56
TXN-2023-003161,CUST-114,184.93,false,5.55,0.00,0.00,5.55
TXN-2023-003162,CUST-114,1074.86,false,32.25,0.00,0.00,32.25
TXN-2023-003163,CUST-114,497.34,false,14.92,0.00,0.00,14.92
TXN-2023-003164,CUST-114,1099.63,false,32.99,0.00,0.00,32.99
TXN-2023-003165,CUST-114,420.86,false,12.63,0.00,0.00,12.63
TXN-2023-003166,CUST-114,1640.53,true,49.22,49.22,0.00,98.43
TXN-2023-003167,CUST-114,649.33,false,19.48,0.00,0.00,19.48
TXN-2023-003168,CUST-114,1979.48,false,59.38,0.00,0.00,59.38
TXN-2023-003169,CUST-114,792.09,false,23.76,0.00,0.00,23.76
TXN-2023-003170,CUST-114,759.68,true,22.79,22.79,0.00,45.58
TXN-2023-003171,CUST-114,414.00,true,12.42,12.42,0.00,24.84
TXN-2023-003172,CUST-114,849.39,false,25.48,0.00,0.00,25.48
TXN-2023-003173,CUST-115,248.67,false,7.46,0.00,0.00,7.46
TXN-2023-003174,CUST-115,430.61,false,12.92,0.00,0.00,12.92
TXN-2023-003175,CUST-115,425.86,false,12.78,0.00,0.00,12.78
TXN-2023-003176,CUST-115,615.68,false,18.47,0.00,0.00,18.47
TXN-2023-003177,CUST-115,610.71,false,18.32,0.00,0.00,18.32
TXN-2023-003178,CUST-115,803.69,false,24.11,0.00,0.00,24.11
TXN-2023-003179,CUST-115,598.77,false,17.96,0.00,0.00,17.96
TXN-2023-003180,CUST-115,700.22,false,21.01,0.00,0.00,21.01
TXN-2023-003181,CUST-115,378.27,false,11.35,0.00,0.00,11.35
TXN-2023-003182,CUST-115,632.16,false,18.96,0.00,0.00,18.96
TXN-2023-003183,CUST-115,484.28,false,14.53,0.00,0.00,14.53
TXN-2023-003184,CUST-115,594.46,false,17.83,0.00,0.00,17.83
TXN-2023-003185,CUST-115,461.73,false,13.85,0.00,0.00,13.85
TXN-2023-003186,CUST-115,450.42,false,13.51,0.00,0.00,13.51
TXN-2023-003187,CUST-115,2123.46,false,63.70,0.00,0.00,63.70
TXN-2023-003188,CUST-115,408.13,false,12.24,0.00,0.00,12.24
TXN-2023-003189,CUST-115,555.35,false,16.66,0.00,0.00,16.66
TXN-2023-003190,CUST-115,226.89,false,6.81,0.00,0.00,6.81
TXN-2023-003191,CUST-115,479.89,false,14.40,0.00,0.00,14.40
TXN-2023-003192,CUST-115,773.68,true,23.21,23.21,0.00,46.42
TXN-2023-003193,CUST-115,1275.42,false,38.26,0.00,0.00,38.26
TXN-2023-003194,CUST-115,398.19,false,11.95,0.00,0.00,11.95
TXN-2023-003195,CUST-115,606.89,true,18.21,18.21,0.00,36.41
TXN-2023-003196,CUST-115,644.47,false,19.33,0.00,0.00,19.33
TXN-2023-003197,CUST-115,332.29,false,9.97,0.00,0.00,9.97
TXN-2023-003198,CUST-115,353.72,false,10.61,0.00,0.00,10.61
TXN-2023-003199,CUST-115,645.91,false,19.38,0.00,0.00,19.38
TXN-2023-003200,CUST-115,290.92,false,8.73,0.00,0.00,8.73
TXN-2023-003201,CUST-115,275.51,false,8.27,0.00,0.00,8.27
TXN-2023-003202,CUST-115,152.24,false,4.57,0.00,0.00,4.57
TXN-2023-003203,CUST-115,1093.09,false,32.79,0.00,0.00,32.79
TXN-2023-003204,CUST-115,500.46,false,15.01,0.00,0.00,15.01
TXN-2023-003205,CUST-115,422.75,false,12.68,0.00,0.00,12.68
TXN-2023-003206,CUST-115,1639.13,false,49.17,0.00,0.00,49.17
TXN-2023-003207,CUST-115,703.43,true,21.10,21.10,0.00,42.21
TXN-2023-003208,CUST-115,529.62,false,15.89,0.00,0.00,15.89
TXN-2023-003209,CUST-115,605.61,false,18.17,0.00,0.00,18.17
TXN-2023-003210,CUST-115,121.05,false,3.63,0.00,0.00,3.63
TXN-2023-003211,CUST-115,719.10,false,21.57,0.00,0.00,21.57
TXN-2023-003212,CUST-115,1248.46,false,37.45,0.00,0.00,37.45
TXN-2023-003213,CUST-115,501.79,false,15.05,0.00,0.00,15.05
TXN-2023-003214,CUST-116,508.41,false,15.25,0.00,0.00,15.25
TXN-2023-003215,CUST-116,446.67,false,13.40,0.00,0.00,13.40
TXN-2023-003216,CUST-116,950.49,false,28.51,0.00,0.00,28.51
